plaza_limpia,placa,fecha_dia,coverage_ratio_14d,coverage_ratio_30d,downtime_hours_30d,activity_drop_pct,protections_applied_last_12m,last_protection_at,expected_payment,gnv_credit_30d,bank_transfer,exposure_after_transfer,arrears_amount,risk_score,needs_protection,suggested_scenario,whatsapp_segment,plaza,first_record_date,last_record_date,records_total,litros_total,recaudo_total,avg_daily_litros,avg_daily_recaudo,litros_30d,recaudo_30d,records_30d,litros_90d,recaudo_90d,records_90d,litros_180d,recaudo_180d,records_180d,litros_365d,recaudo_365d,records_365d,avg_30d_litros,avg_30d_recaudo,max_30d_litros,max_30d_recaudo,scenario,intent,distance_km_30d,engine_hours_30d,fault_events_30d,gps_operational_ratio,hase_consumption_gap_flag,hase_fault_alert_flag,hase_downtime_alert_flag,hase_telemetry_ok_flag
EDOMEX - TLANEPANTLA,A0282D,2025-05-16,0.2405196482727273,0.5091821337272727,276.49,0.875,0,,11000.0,146.0016426320535,304.8375658628746,810.8865290000003,1357.8625453288212,0.7909591894125791,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-11-10,2025-05-16,384,4295.7121,0.0,7.782087137681159,0.0,31.9891,0.0,3,813.7621,0.0,79,2213.8361,0.0,215,3088.5621,0.0,285,226.0901105263158,0.0,531.837,0.0,consumption_gap,,1124.473679256345,268.7720207104056,0,0.9667788542139599,1,0,0,1
AGUASCALIENTES,A01929A,2025-07-31,0.441007931,0.909370189,210.31,0.775,0,,11000.0,184.2975754455833,517.1283671451897,589.2879210000004,1081.7852121021626,0.5940491768529801,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2019-05-24,2025-07-31,1948,52341.8377,10775.0,23.160105176991152,4.767699115044247,892.789,0.0,27,2554.1855,0.0,83,5077.0607,0.0,164,10111.7817,0.0,330,688.7083907894736,141.77631578947367,926.61,380.0,consumption_gap,,1438.173308757069,211.30098932093003,0,0.964934466677593,1,0,0,1
EDOMEX - TLANEPANTLA,A9255J,2025-07-30,0.2581263654545454,0.5389201592727273,271.33000000000004,0.857,0,,11000.0,208.75522459108845,271.4994281672835,2517.718248,1406.898954276463,0.7766834762378952,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-02-08,2025-07-30,514,6041.4757,0.0,11.22950873605948,0.0,352.2374,0.0,29,1129.3463,0.0,96,2231.3097,0.0,191,4249.1167000000005,0.0,364,335.6375388888889,0.0,452.259,0.0,consumption_gap,,1055.559350517379,311.9430961855517,0,0.9782513407761338,1,0,0,1
EDOMEX - ECATEPEC,A2539C,2025-07-13,0.0272617173636363,0.0272617173636363,23.53,0.973,0,,11000.0,261.42338204533905,498.7561970747517,7227.201109,1202.6770404133547,0.8427662685807731,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-06-29,2025-07-13,2,24.969099999999997,0.0,1.7835071428571427,0.0,24.969099999999997,0.0,2,24.969099999999997,0.0,2,24.969099999999997,0.0,2,24.969099999999997,0.0,2,24.969099999999997,0.0,24.969099999999997,0.0,consumption_gap,,1169.1656012136893,293.14605550671644,0,0.9503347366913929,1,0,0,1
EDOMEX - ECATEPEC,417,2024-09-04,0.0182115272727272,0.0182115272727272,11.78,0.982,0,,11000.0,38.92259694511683,267.8343991019218,3475.663199999999,1947.7536458567215,0.8457573673782438,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-09-04,2024-09-04,1,16.68,0.0,16.68,0.0,16.68,0.0,1,16.68,0.0,1,16.68,0.0,1,16.68,0.0,1,16.68,0.0,16.68,0.0,consumption_gap,,1388.0176900204883,217.43555437377125,0,0.9833708388050617,1,0,0,1
EDOMEX - ECATEPEC,GOLDEN05,2025-07-31,1.7925281724545454,3.9681520257272727,0.0,0.142,0,,11000.0,24.495953727607088,264.14548002652396,0.0,1868.9335223181613,0.1523871977803222,0,monitor,FOLLOW_UP,Estado de M̩xico,2025-05-13,2025-07-31,146,4707.9172,0.0,59.593888607594934,0.0,2981.2939,0.0,91,4707.9172,0.0,146,4707.9172,0.0,146,4707.9172,0.0,146,1569.3057333333334,0.0,2929.4652,0.0,consumption_gap,,1578.2309374291933,315.6849715632195,0,0.9799099736118294,1,0,0,1
EDOMEX - TLANEPANTLA,NSV5525,2024-02-02,0.0066015081818181,0.0066015081818181,11.92,0.993,0,,11000.0,298.11323530042176,94.3439773076052,7418.54341,654.6858155409924,0.8635268066797221,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-02-02,2024-02-02,1,6.309,0.0,6.309,0.0,6.309,0.0,1,6.309,0.0,1,6.309,0.0,1,6.309,0.0,1,6.309,0.0,6.309,0.0,consumption_gap,,1207.438793746985,215.1438503372768,1,0.9764151740532442,1,0,0,1
EDOMEX - ECATEPEC,CR5733,2025-07-11,4.636953320727272,7.825677753636364,15.78,0.0,0,,11000.0,2.6651404878211493,74.98729465596841,0.0,1622.6463116135703,0.1436180095227521,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-09-04,2025-07-11,25,5798.1875,0.0,18.764360841423947,0.0,2188.7264,0.0,9,4640.9215,0.0,20,5069.5705,0.0,22,5798.1875,0.0,25,527.1079545454545,0.0,2169.2769,0.0,consumption_gap,,1247.0854947233356,254.56158542111402,1,0.9206568097023915,1,0,0,1
EDOMEX - TLANEPANTLA,1711MDF033,2024-03-07,0.0012022718181818,0.0012022718181818,11.99,0.999,0,,11000.0,212.45842608450778,366.89804657669265,7642.20501,672.3993753508743,0.8844444836366964,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-03-07,2024-03-07,1,1.149,0.0,1.149,0.0,1.149,0.0,1,1.149,0.0,1,1.149,0.0,1,1.149,0.0,1,1.149,0.0,1.149,0.0,consumption_gap,,1054.117970265738,219.07708791910076,0,0.9478303193868477,1,0,0,1
EDOMEX - TLANEPANTLA,A4342L,2025-07-15,0.038022416090909,0.038022416090909,35.07,0.962,0,,11000.0,183.31960858758632,496.40011480723234,4151.863423,1954.7265328285498,0.9311822179427401,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-12-27,2025-07-15,3,34.0177,0.0,0.1700884999999999,0.0,14.6297,0.0,1,14.6297,0.0,1,14.6297,0.0,1,34.0177,0.0,3,4.859671428571429,0.0,19.388,0.0,consumption_gap,,1182.2559199245557,218.02289540694852,0,0.9662612937339219,1,0,0,1
EDOMEX - ECATEPEC,A05366E,2025-07-31,0.6600458702727272,1.4770083256363635,109.75,0.643,0,,11000.0,165.76530651275007,81.24389211011618,0.0,2471.6166612545167,0.5404666701007423,0,monitor,FOLLOW_UP,Estado de M̩xico,2024-08-29,2025-07-31,424,10495.7057,0.0,31.237219345238092,0.0,939.4582,0.0,37,3244.9947,0.0,135,5934.421700000001,0.0,246,10495.7057,0.0,424,874.6421416666667,0.0,1203.3461,0.0,consumption_gap,,944.1130253869511,316.13668860495324,0,0.9878492257060131,1,0,0,1
EDOMEX - TLANEPANTLA,LHN874B,2025-07-29,0.2218589211818181,0.4592181242727272,287.84,0.882,0,,11000.0,235.74838775402802,546.0563676641926,1048.650633000001,2414.975757454838,0.8182848451716457,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-12-02,2025-07-29,112,1331.3748,2.3400000000000003,5.570605857740586,0.0097907949790795,150.6846,0.0,11,461.9028,0.0,41,968.4418,0.0,83,1331.3748,2.3400000000000003,112,166.42185,0.2925,217.425,2.04,consumption_gap,,1501.0101269387872,268.6547337670808,0,0.90104825463634,1,0,0,1
EDOMEX - TLANEPANTLA,MNW3118,2025-07-21,0.1007255771818181,0.1007255771818181,79.22,0.899,0,,11000.0,297.7418842906376,215.32788111860185,1419.4786509999994,1011.4242241818531,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-03-22,2025-07-21,7,92.2549,0.0,0.1898248971193415,0.0,15.9299,0.0,1,15.9299,0.0,1,15.9299,0.0,1,26.5889,0.0,2,5.426758823529412,0.0,42.238,0.0,consumption_gap,,916.3342124499403,231.1009901231603,1,0.929440308055059,1,0,0,1
AGUASCALIENTES,A01327A,2020-04-08,0.7658083636363636,1.547005690909091,114.45,0.606,0,,11000.0,14.065746448178217,255.15432391249306,0.0,2085.290295442787,0.5184750217438104,0,monitor,FOLLOW_UP,AGUASCALIENTES,2019-06-07,2020-04-08,251,8717.989999999998,2380.0,28.583573770491796,7.80327868852459,674.3100000000001,120.0,18,2284.2799999999997,570.0,63,4584.23,1250.0,132,8717.989999999998,2380.0,251,792.5445454545454,216.36363636363637,1097.84,320.0,consumption_gap,,1378.4672092153462,293.167924503984,0,0.9308115227327264,1,0,0,1
AGUASCALIENTES,A00368A,2022-02-02,0.4078304181818182,0.8698100181818182,215.22,0.824,0,,11000.0,184.35914779295408,536.6720412108774,432.8897999999997,2186.1319420811305,0.6037821031040584,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2019-01-02,2022-02-02,1436,28767.87,0.0,25.54873001776199,0.0,801.2,0.0,49,2345.46,0.0,141,4819.96,0.0,277,9500.829999999998,0.0,525,757.0492105263156,0.0,1231.62,0.0,consumption_gap,,1091.255191017917,305.0293279163009,1,0.9259681112803672,1,0,0,1
EDOMEX - TLANEPANTLA,ECO517,2024-11-20,0.3636554645454545,0.8191638981818182,218.79,0.811,0,,11000.0,215.0333005617152,537.7778701928438,1383.4771200000007,2328.7350662187687,0.6718077736485377,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2023-10-31,2024-11-20,82,1841.535,0.0,4.783207792207793,0.0,47.878,0.0,2,185.884,0.0,9,788.2560000000001,0.0,35,1811.936,0.0,81,141.65653846153845,0.0,410.06,0.0,consumption_gap,,1233.2766024232133,310.11247241453344,1,0.9735681869786651,1,0,0,1
EDOMEX - TLANEPANTLA,NUJ4051,2024-04-30,0.05344337,0.05344337,46.36,0.947,0,,11000.0,91.78179185190557,314.9153261469432,2287.022929999999,1119.1973416010421,0.9368554512255758,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-02-08,2024-04-30,4,49.257,0.0,0.6006951219512194,0.0,20.929,0.0,2,49.257,0.0,4,49.257,0.0,4,49.257,0.0,4,16.419,0.0,28.328,0.0,consumption_gap,,1097.0909080698302,311.95819651602466,0,0.9040564292979064,1,0,0,1
EDOMEX - TLANEPANTLA,A8570D,2024-08-29,0.0167910718181818,0.0167910718181818,11.8,0.983,0,,11000.0,267.85841547627933,166.05896667200452,2042.3582100000003,1501.6696919443202,0.8021916153961349,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-08-29,2024-08-29,1,15.379,0.0,15.379,0.0,15.379,0.0,1,15.379,0.0,1,15.379,0.0,1,15.379,0.0,1,15.379,0.0,15.379,0.0,consumption_gap,,1180.049467618833,308.6698195706354,0,0.9323491275007617,1,0,0,1
AGUASCALIENTES,A04708A,2025-07-31,0.5829495490000001,1.191152053,165.22,0.696,0,,11000.0,137.09785243491356,103.16368340290552,0.0,1043.0088580731808,0.5041613853773472,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2021-02-08,2025-07-31,903,27456.0687,0.0,16.802979620563036,0.0,808.3523,0.0,20,2973.0424999999996,0.0,86,5709.3987,0.0,179,5709.3987,0.0,179,499.201249090909,0.0,1185.8,0.0,consumption_gap,,1282.7445204933322,276.67188751118846,1,0.9640516147448431,1,0,0,1
EDOMEX - ECATEPEC,PCP5901,2025-06-12,0.0191937269090909,0.0191937269090909,11.77,0.981,0,,11000.0,49.343538585584014,162.9480284583279,2309.199004,648.6189144223828,0.798722777871116,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-06-12,2025-06-12,1,17.5796,0.0,17.5796,0.0,17.5796,0.0,1,17.5796,0.0,1,17.5796,0.0,1,17.5796,0.0,1,17.5796,0.0,17.5796,0.0,consumption_gap,,1348.6253880025363,241.09599797684686,1,0.9366065747196285,1,0,0,1
EDOMEX - TLANEPANTLA,NYJ2223,2025-07-27,0.2708671006363636,0.5646497318181819,268.64,0.862,0,,11000.0,256.32234480609003,468.3764385750749,2130.8029499999993,1918.0252557299143,0.7839750078966374,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-02-10,2025-07-27,82,1234.446,0.25,2.320387218045113,0.00046992481203,214.1752,0.0,13,449.839,0.0,28,549.152,0.0,35,665.0440000000001,0.0,43,68.58033333333333,0.0138888888888888,200.407,0.25,consumption_gap,,1558.2003001693815,311.06812129266586,1,0.9129657225323025,1,0,0,1
AGUASCALIENTES,A00947A,2023-09-25,0.5619804272727272,1.1221992545454549,182.25,0.682,0,,11000.0,282.8776861273932,194.75448132818974,0.0,1462.9272357862912,0.4863040036347622,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2020-08-25,2023-09-25,540,19883.9,0.0,17.658880994671403,0.0,529.13,0.0,13,1550.0,0.0,45,3773.8600000000006,0.0,104,6608.96,0.0,182,523.2605263157894,0.0,906.73,0.0,consumption_gap,,1132.5406312429536,214.69958336004632,1,0.9549767225483179,1,0,0,1
EDOMEX - TLANEPANTLA,A6164B,2025-07-30,0.2217975137272727,0.4586536144545454,287.55,0.895,0,,11000.0,29.85447551062308,416.7368766198052,3577.100241,1096.2337611271346,0.8542372288302531,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-01-26,2025-07-30,30,419.8959,179.4,0.7620615245009075,0.3255898366606171,141.2977,0.0,10,355.61990000000003,0.0,26,355.61990000000003,0.0,26,389.9979,0.0,28,22.09978421052632,9.442105263157895,161.9533,179.4,consumption_gap,,1309.4002590816262,220.25597780609812,1,0.9470349212754257,1,0,0,1
AGUASCALIENTES,A05507A,2025-07-31,0.5867730520999999,1.3624021005727271,125.09,0.722,0,,11000.0,225.50426014636597,117.12049336775827,0.0,2294.207894599224,0.5238302922919551,1,advisor-review,PIA_OPCIONES,Aguascalientes,2025-06-19,2025-07-31,63,1873.8476000000005,0.0,44.615419047619056,0.0,1282.9199,0.0,46,1873.8476000000005,0.0,63,1873.8476000000005,0.0,63,1873.8476000000005,0.0,63,936.9238,0.0,1384.3138,0.0,consumption_gap,,1531.205503045771,252.05930485948326,0,0.9883654952504282,1,0,0,1
EDOMEX - ECATEPEC,MAF974B,2024-11-08,0.1108421854545454,0.1108421854545454,79.01,0.889,0,,11000.0,64.5042657495659,287.1021796133398,997.57596,1591.3612799584057,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-10-25,2024-11-08,10,93.404,0.0,6.671714285714286,0.0,93.404,0.0,10,93.404,0.0,10,93.404,0.0,10,93.404,0.0,10,93.404,0.0,93.404,0.0,consumption_gap,,1103.1622655652397,234.0397930655818,0,0.9673673597209088,1,0,0,1
EDOMEX - TLANEPANTLA,A6277E,2024-07-28,0.0625922972727272,0.0625922972727272,46.19,0.937,0,,11000.0,2.0166653007065105,211.26372963529332,6328.86473,2589.3153544251813,0.9925425413441583,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-12-10,2024-07-28,4,57.077000000000005,0.0,0.2470865800865801,0.0,31.558999999999997,0.0,2,31.558999999999997,0.0,2,31.558999999999997,0.0,2,57.077000000000005,0.0,4,7.134625,0.0,31.558999999999997,0.0,consumption_gap,,1505.5349867878367,273.8879377068646,2,0.9887558389061115,1,0,0,1
EDOMEX - ECATEPEC,061802K,2025-02-24,0.3649227581818182,0.3649227581818182,122.61,0.819,0,,11000.0,78.18414686561648,302.1673939921384,1005.5496599999996,2186.715653877934,0.9179047610183484,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-09-19,2025-02-24,16,334.23400000000004,0.0,2.1154050632911394,0.0,32.989000000000004,0.0,2,32.989000000000004,0.0,2,334.23400000000004,0.0,16,334.23400000000004,0.0,16,55.70566666666667,0.0,276.225,0.0,consumption_gap,,1570.2885674728943,308.6362307557548,0,0.9167717377004402,1,0,0,1
EDOMEX - TLANEPANTLA,A29124E,2024-06-05,0.7837310663636364,0.9197264109090908,111.17,0.595,0,,11000.0,256.4729505662241,341.9671745521059,305.34948000000065,2338.4223994718395,0.5666429839938456,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-03-23,2024-06-05,18,748.852,0.0,10.258246575342463,0.0,470.614,0.0,10,748.852,0.0,18,748.852,0.0,18,748.852,0.0,18,249.61733333333336,0.0,384.016,0.0,consumption_gap,,1493.2455939388396,258.9237591646937,1,0.9685435508350112,1,0,0,1
EDOMEX - ECATEPEC,NHU5137,2025-07-10,0.1993089334690909,0.4023301031563636,290.26,0.892,0,,11000.0,42.3551630351197,594.5609787806671,989.7888652800002,2146.6644975953436,0.8688070312638725,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2025-01-15,2025-07-10,113,1277.5534,0.0,7.258826136363637,0.0,237.6899,0.0,22,693.7423999999999,0.0,61,1277.5534,0.0,113,1277.5534,0.0,113,212.92556666666667,0.0,233.6408,0.0,consumption_gap,,1298.902350939118,266.46447121022385,0,0.9496474397729925,1,0,0,1
EDOMEX - TLANEPANTLA,L48BKG,2025-07-31,0.2322047967272727,0.5771858642727272,256.92,0.889,0,,11000.0,39.200664899538175,539.9370283135213,1435.4954930000004,811.8497979012433,0.8088362671082506,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-12-21,2025-07-31,403,6263.3219,37355.34,10.670054344122658,63.63771720613288,270.70050000000003,1624.26,22,760.9565,4565.880000000001,56,1539.7949000000003,9148.38,105,3326.2759,19870.619999999995,214,313.1660949999999,1867.7670000000005,485.166,2912.7,consumption_gap,,1405.4808779953064,250.77604747773108,2,0.9641258549281095,1,0,0,1
AGUASCALIENTES,A05188A,2025-07-31,0.6115635174536364,1.4080279381563636,112.5,0.7,0,,11000.0,221.71431186004688,417.51988651451444,0.0,730.0580013073413,0.5823139332624521,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2019-01-13,2025-07-31,2836,56603.2184,0.0,23.673449769970723,0.0,1332.4848,0.0,59,4611.462500000001,0.0,199,8214.1044,0.0,342,14025.3984,0.0,609,707.54023,0.0,1688.3954,0.0,consumption_gap,,1236.7461079857305,284.9082991971126,0,0.9420796316257101,1,0,0,1
EDOMEX - TLANEPANTLA,MGY297A,2025-07-27,0.3141254759672727,0.6776015389581819,245.01,0.845,0,,11000.0,121.90789156939142,92.24608231825123,497.67307145999894,2430.157545228927,0.728954706793955,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2025-05-08,2025-07-27,48,793.7425999999999,4661.7,10.047374683544303,59.00886075949367,300.86310000000003,1805.22,18,793.7425999999999,4661.7,48,793.7425999999999,4661.7,48,793.7425999999999,4661.7,48,264.5808666666667,1553.9,386.0215,2316.18,consumption_gap,,1318.0790631148145,212.08265358154566,1,0.9191151737741625,1,0,0,1
EDOMEX - TLANEPANTLA,N86BHC,2024-11-26,0.0305930327272727,0.0305930327272727,35.4,0.969,0,,11000.0,44.5458217603806,551.417133803531,5520.716640000001,876.3943760796042,0.8859307724085318,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2023-12-14,2024-11-26,3,28.036,0.0,0.0807953890489913,0.0,13.829,0.0,1,13.829,0.0,1,13.829,0.0,1,28.036,0.0,3,2.3363333333333336,0.0,14.207,0.0,consumption_gap,,1582.1318468847905,205.83078631118738,0,0.9041162997118612,1,0,0,1
EDOMEX - TLANEPANTLA,A6090C,2025-04-20,0.0321955345454545,0.0321955345454545,23.44,0.968,0,,11000.0,69.00011294465152,535.5516424247998,7261.529120000001,1382.4523013485205,0.9016088200423991,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-04-13,2025-04-20,2,29.488,65.3,4.212571428571429,9.328571428571427,29.488,65.3,2,29.488,65.3,2,29.488,65.3,2,29.488,65.3,2,29.488,65.3,29.488,65.3,consumption_gap,,1075.7843893088814,276.96061693197953,1,0.9754459431594026,1,0,0,1
EDOMEX - ECATEPEC,LGJ732B,2025-07-31,0.6157173387272727,1.464413463,105.98,0.713,0,,11000.0,238.38057749568134,532.0220580445433,0.0,1819.8220231118617,0.49404791538943843,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-10-15,2025-07-31,154,5062.081,0.0,17.515851211072665,0.0,904.8645,0.0,26,2306.8658,0.0,70,4593.141,0.0,139,5062.081,0.0,154,506.2081,0.0,914.6494,0.0,consumption_gap,,1454.782985778451,264.18542541849826,0,0.9733327513727993,1,0,0,1
EDOMEX - TLANEPANTLA,PBZ4742,2024-10-26,0.0121399263636363,0.0121399263636363,11.85,0.988,0,,11000.0,186.98063701740588,287.4101186118335,5956.770810000001,1023.7966998039913,0.8674638479640674,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-10-26,2024-10-26,1,11.119,0.0,11.119,0.0,11.119,0.0,1,11.119,0.0,1,11.119,0.0,1,11.119,0.0,1,11.119,0.0,11.119,0.0,consumption_gap,,1254.3632048283623,248.88296348232532,0,0.9146285760407703,1,0,0,1
EDOMEX - TLANEPANTLA,R11BRA,2025-07-26,0.2910310316363636,0.5719665926363637,265.91999999999996,0.849,0,,11000.0,228.27863176994956,102.4240266366341,716.1774809999993,1050.5700874155536,0.7424916603886571,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-01-21,2025-07-26,90,1402.8619,0.0,7.583037297297298,0.0,138.1367,0.0,9,295.39189999999996,0.0,19,1275.0459,0.0,82,1402.8619,0.0,90,200.40884285714287,0.0,527.426,0.0,consumption_gap,,1023.8112774023109,240.07911702550064,1,0.9580662809589456,1,0,0,1
EDOMEX - TLANEPANTLA,D45BME,2025-07-25,0.0428185979090909,0.0428185979090909,34.97,0.957,0,,11000.0,29.33197169641131,452.641928981353,5334.735423,1532.4826845827529,0.8766616574366286,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2025-07-22,2025-07-25,5,39.2177,0.0,19.60885,0.0,39.2177,0.0,5,39.2177,0.0,5,39.2177,0.0,5,39.2177,0.0,5,39.2177,0.0,39.2177,0.0,consumption_gap,,1350.4747664931108,206.21689328517508,1,0.9663960330478946,1,0,0,1
EDOMEX - ECATEPEC,203ZCT,2025-07-30,0.1348625233636363,0.1348625233636363,88.57,0.881,0,,11000.0,137.43128485491374,233.1090233942541,1788.7022429999988,1321.7901829198543,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2025-06-13,2025-07-30,8,120.1357,0.0,2.611645652173913,0.0,40.658,0.0,3,120.1357,0.0,8,120.1357,0.0,8,120.1357,0.0,8,60.06785,0.0,79.4777,0.0,consumption_gap,,1454.6988345745538,281.66673948967974,0,0.9501862495843072,1,0,0,1
EDOMEX - TLANEPANTLA,A6360C,2025-07-30,0.2993461933636363,0.6581982059999999,252.63,0.847,0,,11000.0,239.13187523439964,206.74097381534096,2594.4697340000007,1953.1513340396086,0.7589521704895406,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-11-14,2025-07-30,90,1382.5635999999995,0.0,5.379624902723735,0.0,199.8642,0.0,12,498.5973,0.0,29,896.6856000000001,0.0,55,1382.5635999999995,0.0,90,153.6181777777778,0.0,251.392,0.0,consumption_gap,,1298.1290735263585,250.5761042984861,1,0.9285506012786495,1,0,0,1
AGUASCALIENTES,A02446A,2023-10-11,0.3299596909090908,0.9174132545454544,191.69,0.852,0,,11000.0,79.7378252605293,234.46920753556643,457.4042000000001,750.152391041255,0.6181903129336638,1,advisor-review,PIA_OPCIONES,Aguascalientes,2023-05-19,2023-10-11,98,3357.77,0.0,23.157034482758625,0.0,569.8,0.0,18,1914.99,0.0,57,3357.77,0.0,98,3357.77,0.0,98,671.554,0.0,855.53,0.0,consumption_gap,,1486.2029606941614,253.432164742354,3,0.9792851311967214,1,0,0,1
EDOMEX - ECATEPEC,A77254D,2025-07-30,0.6150863792727271,1.3381027418181817,130.35,0.722,0,,11000.0,50.756690512808575,335.4423344794874,0.0,1577.5173389556394,0.5760585192710194,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-08-29,2025-07-30,335,9077.4872,0.0,27.178105389221557,0.0,930.4959999999998,0.0,31,2096.3744,0.0,83,4391.895200000001,0.0,177,9077.4872,0.0,335,756.4572666666667,0.0,1010.877,0.0,consumption_gap,,1156.108029860891,307.213382169427,1,0.9578196573787288,1,0,0,1
EDOMEX - TLANEPANTLA,A2988C,2025-06-08,0.1064600505454545,0.1064600505454545,79.06,0.894,0,,11000.0,114.53516814515764,200.1112984464954,4863.789444,948.5198354310339,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-12-06,2025-06-08,7,96.4356,0.0,0.5241065217391304,0.0,45.4687,0.0,3,70.69760000000001,0.0,5,81.2266,0.0,6,96.4356,0.0,7,13.776514285714285,0.0,29.9991,0.0,consumption_gap,,1539.6378092912098,288.50574590281747,2,0.9648195760812466,1,0,0,1
EDOMEX - TLANEPANTLA,A0016D,2025-07-18,0.264218037,0.5340359915454546,273.08,0.885,0,,11000.0,100.01399215163421,413.95236659887104,1291.274093,1813.4500180014961,0.8057512255656286,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-01-05,2025-07-18,60,872.1107,5234.960000000001,1.5573405357142855,9.34814285714286,15.6297,93.78,1,15.6297,93.78,1,71.6867,430.19999999999993,5,101.3347,608.1,7,45.90056315789474,275.5242105263158,272.56,1636.28,consumption_gap,,1353.824069990429,226.333177843195,1,0.9586903076552099,1,0,0,1
AGUASCALIENTES,A03952A,2025-07-31,0.6297779446309092,1.315343573018182,140.77999999999997,0.706,0,,11000.0,55.64183366466108,388.63427744619753,0.0,832.4265835206862,0.5906298687054538,1,advisor-review,PIA_OPCIONES,AGUASCALIENTES,2021-07-08,2025-07-31,716,26013.1826,128100.8,17.529098787061994,86.32129380053908,937.0611,9380.37,25,2696.0049999999997,27849.48,73,5335.713599999999,55570.22,143,10914.6056,114158.38,293,520.263652,2562.0159999999996,1059.37,10283.59,consumption_gap,,1462.211527452094,278.8599795826139,1,0.9649159804426579,1,0,0,1
EDOMEX - TLANEPANTLA,A7077E,2025-06-16,0.1056964582727272,0.1056964582727272,79.08,0.894,0,,11000.0,286.18347760687755,305.3175682961402,2409.6189590000004,995.2637330588274,1.0,1,restructure-full,PIA_OPCIONES,Estado de M̩xico,2024-08-17,2025-06-16,7,95.7841,0.0,0.3161191419141914,0.0,32.9491,0.0,2,32.9491,0.0,2,42.5581,0.0,3,95.7841,0.0,7,8.707645454545455,0.0,32.9491,0.0,consumption_gap,,1091.0895874008156,215.87063822043893,0,0.9130560430440999,1,0,0,1
EDOMEX - TLANEPANTLA,NZW4553,2024-02-11,0.0994589563636363,0.0994589563636363,67.77,0.901,0,,11000.0,144.92952136663206,32.38393901129717,5502.20148,2207.777965686627,0.9801507766620798,1,restructure-light,PIA_OPCIONES,Estado de M̩xico,2024-01-25,2024-02-11,8,95.052,205.12,5.59129411764706,12.065882352941175,95.052,205.12,8,95.052,205.12,8,95.052,205.12,8,95.052,205.12,8,95.052,205.12,95.052,205.12,consumption_gap,,1212.2898183320417,223.28766414225717,0,0.9830334958480182,1,0,0,1
EDOMEX - ECATEPEC,J0074334,2025-07-31,0.5757632270909091,1.1275584836363637,163.69,0.704,0,,11000.0,182.4229068329774,561.9256094227034,0.0,1070.3339800760275,0.5755976443119891,1,advisor-review,PIA_OPCIONES,Estado de M̩xico,2024-09-02,2025-07-31,245,6429.164000000001,0.0,19.423456193353477,0.0,814.3825999999999,0.0,42,828.6619999999999,0.0,43,3172.102,0.0,131,6429.164000000001,0.0,245,535.7636666666667,0.0,989.55,0.0,consumption_gap,,1536.7321882181018,285.69790888789214,1,0.9257229718162652,1,0,0,1
