placa,plaza,first_record_date,last_record_date,records_total,litros_total,recaudo_total,avg_daily_litros,avg_daily_recaudo,litros_30d,recaudo_30d,records_30d,litros_90d,recaudo_90d,records_90d,litros_180d,recaudo_180d,records_180d,litros_365d,recaudo_365d,records_365d,avg_30d_litros,avg_30d_recaudo,max_30d_litros,max_30d_recaudo
MHB508A,Estado de M̩xico,2024-08-28,2025-05-17,43,583.3197,0.0,2.22641106870229,0.0,40.4887,0.0,3,198.5867,0.0,15,420.40070000000003,0.0,32,583.3197,0.0,43,64.8133,0.0,117.481,0.0
MHC436A,Estado de M̩xico,2024-02-14,2025-07-31,462,6485.497799999999,0.0,12.190785338345863,0.0,344.6512,0.0,24,1210.6396,0.0,83,2191.1858,0.0,153,4312.3688,0.0,299,360.3054333333333,0.0,478.4772,0.0
MHJ174B,Estado de M̩xico,2025-01-23,2025-02-16,12,146.46900000000002,0.0,6.102875000000001,0.0,146.46900000000002,0.0,12,146.46900000000002,0.0,12,146.46900000000002,0.0,12,146.46900000000002,0.0,12,146.469,0.0,146.469,0.0
MHN831B,Estado de M̩xico,2025-04-02,2025-07-26,22,299.76900000000006,0.0,2.60668695652174,0.0,60.658,0.0,4,235.713,0.0,17,299.76900000000006,0.0,22,299.76900000000006,0.0,22,74.94225,0.0,90.7173,0.0
MJA605A,Estado de M̩xico,2023-09-25,2025-07-07,301,4206.3536,22675.550000000003,6.461372657450077,34.83187403993856,242.0725,1331.4399999999998,15,492.82860000000005,2710.9900000000002,32,586.7076,3227.61,38,1248.7716,6871.130000000001,83,191.19789090909092,1030.7068181818183,521.475,2778.54
MJJ069A,Estado de M̩xico,2025-04-23,2025-07-16,64,906.7835,5260.139999999999,10.925102409638555,63.37518072289156,342.0397,2052.2999999999997,23,906.7835,5260.139999999999,64,906.7835,5260.139999999999,64,906.7835,5260.139999999999,64,302.26116666666667,1753.3799999999999,333.4211,1930.2
MJS110B,Estado de M̩xico,2024-11-30,2025-05-10,30,395.0366000000001,0.0,2.4689787500000007,0.0,99.8266,0.0,7,197.5556,0.0,14,395.0366000000001,0.0,30,395.0366000000001,0.0,30,65.83943333333333,0.0,107.945,0.0
MJV798B,Estado de M̩xico,2025-01-03,2025-02-15,2,28.528,0.0,0.6634418604651162,0.0,15.369,0.0,1,28.528,0.0,2,28.528,0.0,2,28.528,0.0,2,14.264,0.0,15.369,0.0
MKA084B,Estado de M̩xico,2024-11-07,2025-07-31,160,2341.4853000000003,3.29,8.83579358490566,0.012415094339622642,249.97160000000002,0.0,17,827.0256,0.0,56,1560.9353,0.0,109,2341.4853000000003,3.29,160,260.1650333333333,0.3655555555555556,329.0607,3.02
MKH203A,Estado de M̩xico,2024-12-05,2025-07-13,63,923.2258999999999,3446.85,4.196481363636363,15.6675,59.238600000000005,0.0,4,192.5759,0.0,13,484.2378999999999,1432.91,36,923.2258999999999,3446.85,63,115.40323749999999,430.85625,338.421,1810.36
MKM030B,Estado de M̩xico,2025-07-11,2025-07-30,18,253.1427,1069.68,14.063483333333332,59.42666666666667,253.1427,1069.68,18,253.1427,1069.68,18,253.1427,1069.68,18,253.1427,1069.68,18,253.1427,1069.68,253.1427,1069.68
MMJ562A,Estado de M̩xico,2024-04-13,2025-06-02,23,293.4638,223.26,0.7088497584541062,0.5392753623188405,17.7598,58.56,2,30.0398,58.56,3,30.0398,58.56,3,164.34380000000002,223.26,13,20.961699999999997,15.947142857142856,95.013,164.7
MMW997A,Estado de M̩xico,2024-04-16,2024-04-16,1,14.679,55.05,14.679,55.05,14.679,55.05,1,14.679,55.05,1,14.679,55.05,1,14.679,55.05,1,14.679,55.05,14.679,55.05
MMX820A,Estado de M̩xico,2025-03-10,2025-05-16,3,37.878,0.0,0.5739090909090909,0.0,24.849,0.0,2,37.878,0.0,3,37.878,0.0,3,37.878,0.0,3,12.626,0.0,13.4095,0.0
MMY372A,Estado de M̩xico,2024-08-28,2025-07-31,380,10646.143100000001,0.0,31.684949702380955,0.0,1022.9137999999999,0.0,37,2945.7859,0.0,105,6393.009099999999,0.0,226,10646.143100000001,0.0,380,887.1785916666668,0.0,1336.999,0.0
MMZ579A,Estado de M̩xico,2024-02-06,2025-07-30,105,1488.4678000000001,0.0,2.761535807050093,0.0,34.9491,0.0,3,158.04420000000002,0.0,13,461.54879999999997,0.0,35,796.8598000000001,0.0,58,78.3404105263158,0.0,209.898,0.0
MNA244B,Estado de M̩xico,2025-03-25,2025-07-31,9,98.71690000000001,493.45000000000005,0.7772984251968504,3.885433070866142,79.60790000000001,397.95,6,79.60790000000001,397.95,6,98.71690000000001,493.45000000000005,9,98.71690000000001,493.45000000000005,9,19.743380000000002,98.69,79.6079,397.95
MNC154A,Estado de M̩xico,2023-12-01,2025-07-31,686,9402.082199999999,34386.549999999996,15.489427018121908,56.64999999999999,236.5512,0.0,21,920.641,0.0,75,2107.8012,604.0799999999999,167,6051.0352,18240.56,457,447.71819999999997,1637.4547619047617,849.62,4232.82
MNR321A,Estado de M̩xico,2023-10-22,2024-10-16,35,539.008,1210.37,1.4972444444444446,3.3621388888888886,14.009,98.07,1,14.009,98.07,1,206.44400000000002,1210.3700000000001,13,539.008,1210.37,35,41.462153846153846,93.10538461538462,144.746,778.33
MNW3118,Estado de M̩xico,2024-03-22,2025-07-21,7,92.2549,0.0,0.18982489711934158,0.0,15.9299,0.0,1,15.9299,0.0,1,15.9299,0.0,1,26.588900000000002,0.0,2,5.426758823529412,0.0,42.238,0.0
MPX066A,Estado de M̩xico,2025-04-13,2025-07-31,67,852.4252000000001,773.6899999999999,7.820414678899084,7.098073394495413,349.8974,773.6899999999999,28,669.2868,773.6899999999999,53,852.4252000000001,773.6899999999999,67,852.4252000000001,773.6899999999999,67,213.1063,193.4225,291.0408,773.69
MRH677A,Estado de M̩xico,2025-07-13,2025-07-27,5,69.81729999999999,0.0,5.370561538461538,0.0,69.81729999999999,0.0,5,69.81729999999999,0.0,5,69.81729999999999,0.0,5,69.81729999999999,0.0,5,69.8173,0.0,69.8173,0.0
MRZ643A,Estado de M̩xico,2023-09-28,2025-05-17,65,597.2973000000001,121.86,1.0004979899497488,0.20412060301507537,5.1193,0.0,1,61.5233,0.0,7,451.8443,0.0,48,581.3183,121.86,64,29.864864999999998,6.093,147.104,61.98
MSE625B,Estado de M̩xico,2025-01-21,2025-07-31,152,1704.4867,0.0,8.924014136125654,0.0,174.1226,0.0,18,697.7347,0.0,61,1587.4387000000002,0.0,140,1704.4867,0.0,152,243.4981,0.0,314.469,0.0
MSP256A,Estado de M̩xico,2024-04-11,2025-05-05,70,1013.8815000000001,0.0,2.6130966494845365,0.0,34.2085,0.0,2,34.2085,0.0,2,34.2085,0.0,2,750.8515000000001,0.0,52,77.99088461538462,0.0,331.516,0.0
MSR447A,Estado de M̩xico,2023-10-15,2025-07-31,360,5240.532700000001,7699.92,8.00081328244275,11.755603053435115,280.36780000000005,1261.1399999999999,20,896.0832,2142.24,61,2119.4896999999996,3565.5,143,3978.2137000000002,7699.92,265,238.2060318181818,349.9963636363636,572.0848,1936.56
MST069A,Estado de M̩xico,2023-11-06,2024-01-29,87,1007.4110000000001,0.0,12.137481927710844,0.0,380.627,0.0,34,1007.4110000000001,0.0,87,1007.4110000000001,0.0,87,1007.4110000000001,0.0,87,335.8036666666667,0.0,389.439,0.0
MSV2246,Estado de M̩xico,2024-08-29,2025-07-01,53,662.7189999999999,1425.5500000000002,2.1657483660130716,4.658660130718955,41.578,207.9,3,41.578,207.9,3,41.578,207.9,3,662.7189999999999,1425.5500000000002,53,60.247181818181815,129.59545454545457,341.223,1014.5
MTC009A,Estado de M̩xico,2024-11-06,2025-05-07,20,236.3707,830.9000000000001,1.3059154696132598,4.59060773480663,86.76270000000001,2.2,8,113.11070000000001,2.2,10,220.40170000000003,751.0500000000001,19,236.3707,830.9000000000001,20,33.767242857142854,118.7,99.8322,565.8
MTE9565,Estado de M̩xico,2025-01-20,2025-07-30,37,517.6363,0.0,2.7244015789473686,0.0,92.3677,0.0,6,245.2434,0.0,16,466.4403,0.0,33,517.6363,0.0,37,73.94804285714285,0.0,84.733,0.0
MTH187A,Estado de M̩xico,2024-02-10,2025-04-13,33,485.079,2573.37,1.1333621495327102,6.012546728971962,16.989,93.44,1,94.47500000000001,424.42,6,206.808,1042.2900000000002,13,346.17299999999994,1808.9899999999998,22,32.3386,171.558,74.36500000000001,409.02
MUE429B,Estado de M̩xico,2025-06-20,2025-07-31,37,488.59510000000006,2561.6400000000003,11.916953658536587,62.47902439024391,343.7888,2062.7999999999997,26,488.59510000000006,2561.6400000000003,37,488.59510000000006,2561.6400000000003,37,488.59510000000006,2561.6400000000003,37,244.29755,1280.82,344.9296,1699.62
MUN882A,Estado de M̩xico,2024-07-16,2024-07-16,1,5.919,0.0,5.919,0.0,5.919,0.0,1,5.919,0.0,1,5.919,0.0,1,5.919,0.0,1,5.919,0.0,5.919,0.0
MUS763B,Estado de M̩xico,2025-05-29,2025-05-29,1,8.8599,0.0,8.8599,0.0,8.8599,0.0,1,8.8599,0.0,1,8.8599,0.0,1,8.8599,0.0,1,8.8599,0.0,8.8599,0.0
MVB471B,Estado de M̩xico,2024-12-14,2025-05-28,4,56.4882,0.0,0.344440243902439,0.0,38.9392,0.0,3,38.9392,0.0,3,56.4882,0.0,4,56.4882,0.0,4,9.4147,0.0,38.9392,0.0
MVD212A,Estado de M̩xico,2025-04-05,2025-06-28,23,391.62570000000005,0.0,4.718381927710844,0.0,105.24770000000001,0.0,6,391.62570000000005,0.0,23,391.62570000000005,0.0,23,391.62570000000005,0.0,23,130.5419,0.0,204.1703,0.0
MVJ595A,Estado de M̩xico,2025-03-27,2025-06-09,3,43.3378,73.65,0.585645945945946,0.9952702702702704,14.5296,0.0,1,43.3378,73.65,3,43.3378,73.65,3,43.3378,73.65,3,14.445933333333334,24.55,14.729,73.65
MVJ923A,Estado de M̩xico,2024-09-28,2025-07-20,143,5384.445299999999,10062.369999999999,18.25235694915254,34.10972881355932,70.729,254.63,2,156.86329999999998,564.7,5,1056.7062999999998,3655.5499999999997,28,5384.445299999999,10062.369999999999,143,538.4445300000001,1006.2369999999999,1561.23,5022.13
MVN795A,Estado de M̩xico,2025-04-06,2025-07-13,6,82.567,0.0,0.8425204081632652,0.0,16.2694,0.0,1,71.52799999999999,0.0,5,82.567,0.0,6,82.567,0.0,6,20.641750000000002,0.0,55.2586,0.0
MVR221B,Estado de M̩xico,2025-03-26,2025-07-31,132,2133.5486,12627.240000000002,16.79959527559055,99.42708661417323,391.3397,2348.1,25,1367.8059,8207.04,84,2133.5486,12627.240000000002,132,2133.5486,12627.240000000002,132,426.70972,2525.448,591.3474,3395.64
MVY284A,Estado de M̩xico,2024-02-27,2024-06-25,118,1639.079,16.040000000000003,13.8905,0.13593220338983053,286.12200000000007,2.8700000000000006,22,1207.9479999999999,12.18,87,1639.079,16.040000000000003,118,1639.079,16.040000000000003,118,409.76975,4.010000000000001,477.852,4.78
MVY555B,Estado de M̩xico,2025-01-04,2025-07-25,161,2179.9977,0.0,10.845759701492536,0.0,373.65959999999995,0.0,26,1138.6447999999998,0.0,83,2026.6596999999997,0.0,149,2179.9977,0.0,161,311.42824285714283,0.0,415.5773,0.0
MWM963A,Estado de M̩xico,2025-03-31,2025-03-31,1,11.579,0.0,11.579,0.0,11.579,0.0,1,11.579,0.0,1,11.579,0.0,1,11.579,0.0,1,11.579,0.0,11.579,0.0
MWP074B,Estado de M̩xico,2024-12-03,2025-07-31,136,1859.1072,0.0,7.778691213389121,0.0,253.4327,0.0,19,692.8377999999999,0.0,50,1319.6701999999996,0.0,93,1859.1072,0.0,136,206.56746666666666,0.0,313.154,0.0
MWT540A,Estado de M̩xico,2024-08-21,2025-06-29,2,31.1286,73.3,0.09977115384615384,0.23493589743589743,16.4696,0.0,1,16.4696,0.0,1,16.4696,0.0,1,31.1286,73.3,2,2.8298727272727273,6.663636363636363,16.4696,73.3
MWW205A,Estado de M̩xico,2025-01-15,2025-06-26,9,127.98379999999999,0.0,0.7900234567901234,0.0,60.2576,0.0,4,86.2368,0.0,6,127.98379999999999,0.0,9,127.98379999999999,0.0,9,21.330633333333335,0.0,44.2484,0.0
MXD890B,Estado de M̩xico,2024-12-04,2025-03-30,76,915.104,0.0,7.888827586206897,0.0,298.16999999999996,0.0,25,734.0390000000001,0.0,61,915.104,0.0,76,915.104,0.0,76,228.776,0.0,265.991,0.0
MXD895A,Estado de M̩xico,2025-05-23,2025-07-27,40,422.34090000000003,0.0,6.5990765625000005,0.0,172.2319,0.0,16,422.34090000000003,0.0,40,422.34090000000003,0.0,40,422.34090000000003,0.0,40,140.78029999999998,0.0,199.94989999999999,0.0
MXG194A,Estado de M̩xico,2025-04-19,2025-04-26,5,61.1362,0.0,8.733742857142857,0.0,61.1362,0.0,5,61.1362,0.0,5,61.1362,0.0,5,61.1362,0.0,5,61.1362,0.0,61.1362,0.0
MXH354A,Estado de M̩xico,2025-06-06,2025-07-07,12,65.05409999999999,0.0,2.1684699999999997,0.0,59.21589999999998,0.0,11,65.05409999999999,0.0,12,65.05409999999999,0.0,12,65.05409999999999,0.0,12,32.527049999999996,0.0,51.709599999999995,0.0
MXM893A,Estado de M̩xico,2025-06-17,2025-07-31,39,373.10400000000004,333.65000000000003,8.676837209302327,7.759302325581396,186.59879999999998,283.00000000000006,22,373.10400000000004,333.65000000000003,39,373.10400000000004,333.65000000000003,39,373.10400000000004,333.65000000000003,39,186.55200000000002,166.825,290.1365,191.05
MXU8000,Estado de M̩xico,2024-03-21,2024-06-09,24,268.307,0.0,3.3962911392405064,0.0,98.703,0.0,7,268.307,0.0,24,268.307,0.0,24,268.307,0.0,24,89.43566666666668,0.0,127.958,0.0
MYU919B,Estado de M̩xico,2025-03-08,2025-06-15,2,31.0683,124.28,0.3138212121212121,1.2553535353535354,14.1693,56.68,1,14.1693,56.68,1,31.0683,124.28,2,31.0683,124.28,2,7.767075,31.07,16.899,67.6
MYZ280A,Estado de M̩xico,2024-09-02,2024-09-10,2,28.368000000000002,0.0,3.5460000000000003,0.0,28.368000000000002,0.0,2,28.368000000000002,0.0,2,28.368000000000002,0.0,2,28.368000000000002,0.0,2,28.368000000000002,0.0,28.368000000000002,0.0
MYZ409A,Estado de M̩xico,2024-10-02,2024-10-02,1,17.629,88.15,17.629,88.15,17.629,88.15,1,17.629,88.15,1,17.629,88.15,1,17.629,88.15,1,17.629,88.15,17.629,88.15
MZB912A,Estado de M̩xico,2025-03-27,2025-07-27,82,1044.3756999999998,2221.25,8.560456557377048,18.206967213114755,117.1759,364.35,8,676.0797000000001,2081.5499999999997,51,1044.3756999999998,2221.25,82,1044.3756999999998,2221.25,82,208.87514000000002,444.25,312.4687,1014.5
MZM886B,Estado de M̩xico,2025-07-22,2025-07-31,17,190.3925,0.0,23.7990625,0.0,190.3925,0.0,17,190.3925,0.0,17,190.3925,0.0,17,190.3925,0.0,17,190.39249999999998,0.0,190.39249999999998,0.0
MZU169A,Estado de M̩xico,2024-12-13,2024-12-13,1,16.689,83.45,16.689,83.45,16.689,83.45,1,16.689,83.45,1,16.689,83.45,1,16.689,83.45,1,16.689,83.45,16.689,83.45
MZV5006,Estado de M̩xico,2025-03-07,2025-07-30,50,622.8679999999999,0.0,4.295641379310345,0.0,118.3844,0.0,9,339.0273,0.0,27,622.8679999999999,0.0,50,622.8679999999999,0.0,50,124.57359999999998,0.0,185.015,0.0
MZY949B,Estado de M̩xico,2025-05-21,2025-07-31,2,19.4087,0.0,0.27336197183098593,0.0,11.3695,0.0,1,19.4087,0.0,2,19.4087,0.0,2,19.4087,0.0,2,6.469566666666666,0.0,11.3695,0.0
N22BAK,Estado de M̩xico,2024-11-26,2024-12-22,3,38.297,0.25,1.4729615384615384,0.009615384615384616,38.297,0.25,3,38.297,0.25,3,38.297,0.25,3,38.297,0.25,3,38.297,0.25,38.297,0.25
N28BEP,Estado de M̩xico,2023-12-16,2025-07-19,42,625.6404,2031.5,1.076833734939759,3.4965576592082614,42.628,0.0,3,99.8264,59.25,7,203.58040000000003,448.39,14,464.64639999999997,1427.5700000000002,31,31.282020000000006,101.575,61.289,229.94
N5611894,Estado de M̩xico,2024-10-21,2025-03-28,146,22684.693,0.0,143.57400632911393,0.0,5894.516999999999,0.0,42,11437.510000000002,0.0,77,22684.693,0.0,146,22684.693,0.0,146,3780.7821666666664,0.0,5905.401,0.0
N66BJB,Estado de M̩xico,2023-09-14,2024-07-24,175,2150.67,0.0,6.849267515923567,0.0,153.89399999999998,0.0,12,979.9940000000001,0.0,77,2021.505,0.0,165,2150.67,0.0,175,195.5154545454545,0.0,395.344,0.0
N66BPK,Estado de M̩xico,2024-10-14,2025-07-28,83,1163.1587,0.0,4.066988461538461,0.0,71.7574,0.0,7,191.6431,0.0,18,592.9807000000001,0.0,47,1163.1587,0.0,83,116.31586999999999,0.0,274.734,0.0
N82AMJ,Estado de M̩xico,2025-05-03,2025-06-29,9,88.06750000000001,0.0,1.5726339285714288,0.0,43.40859999999999,0.0,4,88.06750000000001,0.0,9,88.06750000000001,0.0,9,88.06750000000001,0.0,9,44.03375,0.0,44.6589,0.0
N86BHC,Estado de M̩xico,2023-12-14,2024-11-26,3,28.036,0.0,0.08079538904899136,0.0,13.829,0.0,1,13.829,0.0,1,13.829,0.0,1,28.036,0.0,3,2.3363333333333336,0.0,14.206999999999999,0.0
NA000010,Estado de M̩xico,2024-10-09,2025-07-24,33,13446.4924,0.0,46.689209722222216,0.0,1292.1684,0.0,4,1292.1684,0.0,4,5058.644399999999,0.0,14,13446.4924,0.0,33,1344.64924,0.0,3813.196,0.0
NA000011,Estado de M̩xico,2024-10-08,2025-06-07,20,8651.6587,0.0,35.898998755186724,0.0,411.8299,0.0,1,893.5397,0.0,2,3552.5067,0.0,8,8651.6587,0.0,20,961.2954111111111,0.0,3086.444,0.0
NA00003,Estado de M̩xico,2024-10-10,2025-06-18,12,4068.9548999999993,0.0,16.210975697211154,0.0,1093.4277000000002,0.0,4,2187.0369000000005,0.0,7,2572.2869,0.0,8,4068.9548999999993,0.0,12,452.10609999999997,0.0,1152.119,0.0
NAE825A,Estado de M̩xico,2024-07-24,2025-04-21,9,146.71599999999998,0.0,0.5413874538745387,0.0,33.55,0.0,2,33.55,0.0,2,67.41,0.0,4,146.71599999999998,0.0,9,14.671599999999998,0.0,33.419,0.0
NAF870A,Estado de M̩xico,2024-05-19,2025-07-31,97,1323.1222000000002,0.0,3.027739588100687,0.0,250.92210000000003,0.0,20,457.0863,0.0,34,875.0442,0.0,66,1193.2882,0.0,88,88.20814666666665,0.0,211.91,0.0
NAN301A,Estado de M̩xico,2024-03-23,2024-11-11,234,3519.068,0.0,15.103296137339056,0.0,494.236,0.0,32,1461.573,0.0,93,2790.18,0.0,180,3519.068,0.0,234,439.8835,0.0,497.091,0.0
NAR581A,Estado de M̩xico,2025-07-01,2025-07-01,2,16.049999999999997,0.0,16.049999999999997,0.0,16.049999999999997,0.0,2,16.049999999999997,0.0,2,16.049999999999997,0.0,2,16.049999999999997,0.0,2,16.049999999999997,0.0,16.049999999999997,0.0
NAV388A,Estado de M̩xico,2024-09-03,2025-07-27,102,1361.8152000000002,0.0,4.164572477064221,0.0,143.6337,0.0,10,342.9582,0.0,25,682.2041999999999,0.0,52,1361.8152000000002,0.0,102,123.8013818181818,0.0,177.079,0.0
NBF241A,Estado de M̩xico,2024-11-11,2025-07-31,218,4003.6661000000004,0.0,15.28116832061069,0.0,192.9875,0.0,11,209.66809999999998,0.0,12,1704.2571,0.0,87,4003.6661000000004,0.0,218,444.8517888888889,0.0,914.699,0.0
NBH9999,Estado de M̩xico,2024-11-07,2024-11-10,4,52.01599999999999,0.0,26.007999999999996,0.0,52.01599999999999,0.0,4,52.01599999999999,0.0,4,52.01599999999999,0.0,4,52.01599999999999,0.0,4,52.016,0.0,52.016,0.0
NCC4186,Estado de M̩xico,2023-09-15,2024-04-19,106,949.902,3376.32,4.377428571428571,15.559078341013826,12.979,84.44,2,214.935,1261.26,24,699.421,3376.3199999999997,77,949.902,3376.32,106,118.73774999999999,422.03999999999996,222.202,1143.69
NCE5193,Estado de M̩xico,2024-12-12,2025-04-11,3,45.846999999999994,0.0,0.3852689075630252,0.0,16.569,0.0,1,31.798,0.0,2,45.846999999999994,0.0,3,45.846999999999994,0.0,3,9.1694,0.0,16.569,0.0
NCH8736,Estado de M̩xico,2024-02-16,2024-09-10,6,80.61600000000001,0.0,0.3913398058252428,0.0,48.208,0.0,4,65.087,0.0,5,65.087,0.0,5,80.61600000000001,0.0,6,11.516571428571428,0.0,48.208,0.0
NCL746B,Estado de M̩xico,2025-04-21,2025-07-31,85,1312.9229999999998,0.0,13.129229999999998,0.0,401.4003,0.0,25,1182.3483999999996,0.0,76,1312.9229999999998,0.0,85,1312.9229999999998,0.0,85,328.23075,0.0,403.7296,0.0
NCL940A,Estado de M̩xico,2024-10-25,2025-03-22,89,1276.772,12418.97,8.626837837837837,83.91195945945945,431.9600000000001,4159.31,30,850.7860000000001,8475.74,59,1276.772,12418.97,89,1276.772,12418.97,89,255.3544,2483.794,399.23,3895.89
NCP207B,Estado de M̩xico,2025-01-16,2025-07-31,62,986.5941999999999,0.0,5.03364387755102,0.0,64.2084,0.0,4,310.0116,0.0,20,817.4382,0.0,52,986.5941999999999,0.0,62,140.94202857142855,0.0,235.802,0.0
NCT211B,Estado de M̩xico,2025-01-06,2025-07-01,20,295.56379999999996,0.0,1.6793397727272725,0.0,82.618,0.0,5,108.05680000000001,0.0,7,295.56379999999996,0.0,20,295.56379999999996,0.0,20,49.26063333333334,0.0,73.035,0.0
NCT2598,Estado de M̩xico,2023-12-30,2025-02-14,5,43.405,34.96,0.10560827250608273,0.08506082725060828,17.338,0.0,2,35.756,0.0,4,35.756,0.0,4,35.756,0.0,4,3.100357142857143,2.4971428571428573,18.418,34.96
NCZ4998,Estado de M̩xico,2025-04-16,2025-04-16,1,17.499,0.0,17.499,0.0,17.499,0.0,1,17.499,0.0,1,17.499,0.0,1,17.499,0.0,1,17.499,0.0,17.499,0.0
NDA827B,Estado de M̩xico,2025-04-24,2025-07-31,53,1194.4476,4099.04,12.313892783505155,42.25814432989691,374.6146,1348.63,17,1092.2414999999999,3836.85,48,1194.4476,4099.04,53,1194.4476,4099.04,53,298.6119,1024.76,386.241,1284.72
NDE466A,Estado de M̩xico,2025-06-15,2025-06-15,1,16.96,84.8,16.96,84.8,16.96,84.8,1,16.96,84.8,1,16.96,84.8,1,16.96,84.8,1,16.96,84.8,16.96,84.8
NDE730A,Estado de M̩xico,2024-10-26,2024-10-26,1,8.529,0.0,8.529,0.0,8.529,0.0,1,8.529,0.0,1,8.529,0.0,1,8.529,0.0,1,8.529,0.0,8.529,0.0
NDG818A,Estado de M̩xico,2024-10-18,2025-07-27,120,1508.5722999999998,0.0,5.368584697508896,0.0,158.7046,0.0,12,383.3890999999999,0.0,31,867.9493,0.0,67,1508.5722999999998,0.0,120,150.85723000000002,0.0,194.426,0.0
NDJ498A,Estado de M̩xico,2024-12-06,2025-07-31,9,129.6865,0.0,0.5495190677966102,0.0,64.32939999999999,0.0,5,77.6088,0.0,6,112.4875,0.0,8,129.6865,0.0,9,16.2108125,0.0,64.32939999999999,0.0
NDV064A,Estado de M̩xico,2024-09-12,2025-07-31,309,3279.2331,13870.740000000002,10.215679439252336,43.21102803738318,20.6689,124.02,3,542.7322,905.88,61,1528.4301,4527.54,162,3279.2331,13870.740000000002,309,298.1121,1260.9763636363637,394.197,2365.98
NDY621A,Estado de M̩xico,2025-01-30,2025-01-30,1,11.771,58.85,11.771,58.85,11.771,58.85,1,11.771,58.85,1,11.771,58.85,1,11.771,58.85,1,11.771,58.85,11.771,58.85
NEE554A,Estado de M̩xico,2024-11-26,2025-07-30,157,1862.096,3.3200000000000003,7.600391836734694,0.013551020408163266,181.86399999999998,0.0,16,585.7804,0.0,51,1314.909,0.0,109,1862.096,3.3200000000000003,157,206.8995555555556,0.36888888888888893,320.897,2.8200000000000003
NEG316A,Estado de M̩xico,2024-08-22,2025-07-02,5,76.7752,383.9,0.24528817891373803,1.226517571884984,17.0792,85.4,1,17.0792,85.4,1,17.0792,85.4,1,76.7752,383.9,5,6.979563636363636,34.9,32.007999999999996,160.05
NEJ369A,Estado de M̩xico,2024-06-27,2024-06-27,2,14.548,0.0,14.548,0.0,14.548,0.0,2,14.548,0.0,2,14.548,0.0,2,14.548,0.0,2,14.548,0.0,14.548,0.0
NES3833,Estado de M̩xico,2024-07-03,2025-07-30,6,61.6458,87.99,0.15766189258312022,0.22503836317135548,18.7198,0.0,1,18.7198,0.0,1,36.0788,0.0,2,50.0868,7.07,5,4.403271428571428,6.285000000000001,18.7198,80.92
NFH2748,Estado de M̩xico,2023-11-08,2025-07-25,25,314.4237,0.34,0.50307792,0.000544,56.3078,0.0,4,85.30700000000002,0.0,6,235.28070000000002,0.0,18,271.8877,0.0,21,14.972557142857143,0.016190476190476193,85.1257,0.13
NFH392B,Estado de M̩xico,2025-01-16,2025-07-20,132,4129.2812,0.0,22.441745652173914,0.0,785.785,0.0,25,2092.2692,0.0,69,4006.5201999999995,0.0,128,4129.2812,0.0,132,589.8973142857143,0.0,810.81,0.0
NFN637A,Estado de M̩xico,2025-05-11,2025-05-11,2,20.1126,0.0,20.1126,0.0,20.1126,0.0,2,20.1126,0.0,2,20.1126,0.0,2,20.1126,0.0,2,20.1126,0.0,20.1126,0.0
NFN693A,Estado de M̩xico,2025-06-29,2025-07-19,5,80.9375,0.0,4.046875,0.0,80.9375,0.0,5,80.9375,0.0,5,80.9375,0.0,5,80.9375,0.0,5,80.9375,0.0,80.9375,0.0
NFW3006,Estado de M̩xico,2023-10-14,2024-05-16,47,624.508,0.0,2.9182616822429908,0.0,154.74400000000003,0.0,11,449.77500000000003,0.0,34,602.8990000000001,0.0,45,624.508,0.0,47,78.0635,0.0,158.379,0.0
NFZ815A,Estado de M̩xico,2025-01-17,2025-03-27,12,191.618,0.0,2.8179117647058822,0.0,124.99199999999999,0.0,8,191.618,0.0,12,191.618,0.0,12,191.618,0.0,12,63.87266666666667,0.0,92.884,0.0
NGH1704,Estado de M̩xico,2023-09-14,2023-10-11,15,159.87099999999998,0.0,6.148884615384615,0.0,159.87099999999998,0.0,15,159.87099999999998,0.0,15,159.87099999999998,0.0,15,159.87099999999998,0.0,15,159.871,0.0,159.871,0.0
NGH5846,Estado de M̩xico,2025-04-28,2025-06-04,5,111.72810000000001,0.0,3.103558333333334,0.0,91.17850000000001,0.0,4,111.72810000000001,0.0,5,111.72810000000001,0.0,5,111.72810000000001,0.0,5,55.864050000000006,0.0,89.9483,0.0
NGS840A,Estado de M̩xico,2024-09-12,2024-09-12,1,11.379,56.9,11.379,56.9,11.379,56.9,1,11.379,56.9,1,11.379,56.9,1,11.379,56.9,1,11.379,56.9,11.379,56.9
NHB290A,Estado de M̩xico,2024-09-08,2025-02-02,18,230.40599999999998,0.0,1.5673877551020408,0.0,24.186,0.0,2,98.82600000000002,0.0,7,230.40599999999998,0.0,18,230.40599999999998,0.0,18,46.081199999999995,0.0,100.412,0.0
