placa,overall_portfolio_risk,core_financial_risk,telemetry_enhancement_score,overall_risk_score,risk_category,projected_insurance_cost,coverage_ratio_30d,gnv_credit_30d,arrears_amount,expected_payment,coverage_risk,credit_utilization,arrears_risk,safety_risk_component,operational_risk_component,accident_risk_score,fuel_efficiency_proxy,unauthorized_use_risk,tampering_risk,total_safety_events,harsh_brake_events,overspeed_events,idling_events,after_hours_events,disconnect_events,hase_default_risk,scenario_type
754292J,0.197324941096,0.13703120909444444,0.0,0.197324941096,high,22054.319434521603,0.8412948181666666,15143.306727,2856.6932730000008,18000.0,0.15870518183333338,1.0,0.15870518183333338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NXR1067,0.29087183384333337,0.20199432905787038,0.0,0.29087183384333337,high,22952.369604895997,0.2892831163888889,5207.096095000001,12792.903905,18000.0,0.7107168836111111,0.36160389548611116,0.7107168836111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A05157A,0.2271062939672,0.15771270414388888,0.0,0.2271062939672,high,22340.22042208512,0.6980365771333333,12564.6583884,5435.341611600001,18000.0,0.30196342286666666,0.8725457214166666,0.3019634228666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
PDZ7437,0.3327797146633334,0.23109702407175928,0.0,0.3327797146633334,high,23354.685260768,0.0206428547222222,371.571385,17628.428615,18000.0,0.9793571452777778,0.02580356840277778,0.9793571452777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A25907,0.33484474208666676,0.23253107089351857,0.0,0.33484474208666676,high,23374.509524032,0.0074054994444444,133.29899,17866.70101,18000.0,0.9925945005555556,0.009256874305555557,0.9925945005555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
Z17BDN,0.3089440853133334,0.21454450368981481,0.0,0.3089440853133334,high,23125.863219008002,0.1734353505555555,3121.83631,14878.16369,18000.0,0.8265646494444445,0.21679418819444446,0.8265646494444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
MFR854B,0.2888947275866667,0.20062133860185186,0.0,0.2888947275866667,high,22933.389384832,0.3019568744444444,5435.223739999999,12564.77626,18000.0,0.6980431255555556,0.37744609305555554,0.6980431255555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A04592A,0.23295496323866674,0.16177428002685187,0.0,0.23295496323866674,high,22396.367647091203,0.6605451074444444,11889.811934,6110.188066000001,18000.0,0.3394548925555556,0.8256813843055555,0.3394548925555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A6140E,0.3118066625026667,0.21653240451574074,0.0,0.3118066625026667,high,23153.3439600256,0.1550854967777777,2791.538942,15208.461058,18000.0,0.8449145032222223,0.19385687097222223,0.8449145032222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
457C,0.15288314761599997,0.10616885251111108,0.0,0.15288314761599997,high,21627.6782171136,0.9735620606666668,17524.117092,475.8829079999996,18000.0,0.02643793933333316,1.0,0.02643793933333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NDV064A,0.29102672900904003,0.20210189514516666,0.0,0.29102672900904003,high,22953.856598486786,0.28829019866,5189.223575880001,12810.776424119998,18000.0,0.7117098013400001,0.36036274832500004,0.71170980134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NUT3437,0.32343168637200004,0.22460533775833336,0.0,0.32343168637200004,high,23264.9441891712,0.080566113,1450.190034,16549.809966,18000.0,0.9194338870000001,0.10070764125,0.9194338870000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A6784G,0.3192052312126667,0.22167029945324077,0.0,0.3192052312126667,high,23224.370219641598,0.1076587742777777,1937.857937,16062.142063,18000.0,0.8923412257222223,0.1345734678472222,0.8923412257222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A7371K,0.29715591083733345,0.20635827141481486,0.0,0.29715591083733345,high,23012.696744038403,0.2490005715555555,4482.010288,13517.989712,18000.0,0.7509994284444446,0.31125071444444447,0.7509994284444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A04684A,0.22299479782,0.1548574984861111,0.0,0.22299479782,high,22300.750059072,0.7243923216666668,13039.061790000002,4960.938209999998,18000.0,0.2756076783333332,0.9054904020833334,0.2756076783333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
C89BFD,0.28988461042,0.2013087572361111,0.0,0.28988461042,high,22942.892260032,0.2956114716666667,5321.00649,12678.99351,18000.0,0.7043885283333333,0.3695143395833333,0.7043885283333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
PDR8767,0.33413855521999997,0.2320406633472222,0.0,0.33413855521999997,high,23367.730130112,0.0119323383333333,214.78209,17785.21791,18000.0,0.9880676616666667,0.014915422916666667,0.9880676616666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
RAF432D,0.2890639128626667,0.20073882837685186,0.0,0.2890639128626667,high,22935.0135634816,0.3008723534444444,5415.702362,12584.297638,18000.0,0.6991276465555556,0.37609044180555556,0.6991276465555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
LKC143B,0.28457144708400006,0.19761906047500002,0.0,0.28457144708400006,high,22891.8858920064,0.3296702109999999,5934.063797999999,12065.936202,18000.0,0.6703297890000002,0.41208776374999995,0.6703297890000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
CR5768,0.306845495296,0.2130871495111111,0.0,0.306845495296,high,23105.7167548416,0.1868878506666666,3363.981312,14636.018688,18000.0,0.8131121493333334,0.23360981333333333,0.8131121493333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A2101H,0.3342118951533333,0.23209159385648148,0.0,0.3342118951533333,high,23368.434193472,0.0114622105555555,206.31979,17793.68021,18000.0,0.9885377894444445,0.014327763194444445,0.9885377894444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
MCZ173A,0.32367763751466666,0.22477613716296296,0.0,0.32367763751466666,high,23267.305320140804,0.0789895031111111,1421.811056,16578.188944,18000.0,0.9210104968888889,0.0987368788888889,0.9210104968888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A26052E,0.14836334976,0.103030104,0.0,0.14836334976,high,21584.288157696003,0.98701384,17766.24912,233.7508799999996,18000.0,0.012986159999999969,1.0,0.012986159999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A04248A,0.23961964926666662,0.16640253421296294,0.0,0.23961964926666662,high,22460.34863296,0.6178227611111111,11120.8097,6879.1903,18000.0,0.3821772388888889,0.7722784513888888,0.3821772388888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
PAZ1744,0.28524649823133336,0.19808784599398147,0.0,0.28524649823133336,high,22898.3663830208,0.3253429600555555,5856.173280999999,12143.826719,18000.0,0.6746570399444445,0.4066787000694444,0.6746570399444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A1861G,0.29523760002733335,0.2050261111300926,0.0,0.29523760002733335,high,22994.280960262404,0.2612974357222222,4703.353843,13296.646157,18000.0,0.7387025642777778,0.32662179465277774,0.7387025642777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
HEC477G,0.2888833422733334,0.20061343213425928,0.0,0.2888833422733334,high,22933.280085824,0.3020298572222222,5436.53743,12563.46257,18000.0,0.6979701427777778,0.3775373215277778,0.6979701427777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A9560B,0.3162347584866667,0.2196074711712963,0.0,0.3162347584866667,high,23195.853681472,0.1267002661111111,2280.60479,15719.39521,18000.0,0.8732997338888889,0.15837533263888887,0.8732997338888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NUZ7516,0.3302702683993334,0.22935435305509258,0.0,0.3302702683993334,high,23330.5945766336,0.0367290487222222,661.122877,17338.877123,18000.0,0.9632709512777778,0.04591131090277778,0.9632709512777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A1118K,0.3345491359533334,0.2323257888564815,0.0,0.3345491359533334,high,23371.671705152,0.0093004105555555,167.40739,17832.59261,18000.0,0.9906995894444445,0.011625513194444444,0.9906995894444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A3820J,0.32144334048,0.223224542,0.0,0.32144334048,high,23245.856068608,0.0933119199999999,1679.61456,16320.38544,18000.0,0.9066880800000001,0.1166399,0.90668808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
K0088915,0.3219064842,0.22354616958333332,0.0,0.3219064842,high,23250.302248320004,0.09034305,1626.1749,16373.8251,18000.0,0.90965695,0.1129288125,0.90965695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
9026746,0.2561448950860001,0.1778783993652778,0.0,0.2561448950860001,high,22618.9909928256,0.5118916981666666,9214.050566999998,8785.949433000002,18000.0,0.4881083018333334,0.6398646227083332,0.4881083018333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
J0074334,0.22850609122666665,0.15868478557407406,0.0,0.22850609122666665,high,22353.658475776,0.6890635177777777,12403.14332,5596.856680000001,18000.0,0.31093648222222225,0.8613293972222221,0.31093648222222225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A04254A,0.2782697340733334,0.19324287088425926,0.0,0.2782697340733334,high,22831.389447104,0.3700658072222222,6661.18453,11338.81547,18000.0,0.6299341927777777,0.46258225902777783,0.6299341927777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
K0088237,0.15740694672799999,0.1093103796722222,0.0,0.15740694672799999,high,21671.1066885888,0.9600983728333334,17281.770711,718.229288999999,18000.0,0.039901627166666565,1.0,0.039901627166666606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A25096E,0.23832385098800002,0.16550267429722224,0.0,0.23832385098800002,high,22447.9089694848,0.6261291603333333,11270.324886,6729.675114,18000.0,0.3738708396666667,0.7826614504166667,0.3738708396666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A7315E,0.3346994160400001,0.2324301500277778,0.0,0.3346994160400001,high,23373.114393984,0.0083370766666666,150.06738,17849.93262,18000.0,0.9916629233333334,0.010421345833333335,0.9916629233333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A0466L,0.281744609356,0.19565597871944443,0.0,0.281744609356,high,22864.7482498176,0.3477909656666666,6260.237381999999,11739.762618,18000.0,0.6522090343333333,0.4347387070833333,0.6522090343333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
X40BLP,0.3291914981266667,0.22860520703240741,0.0,0.3291914981266667,high,23320.238382016003,0.0436442427777777,785.59637,17214.40363,18000.0,0.9563557572222223,0.05455530347222222,0.9563557572222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NPM6657,0.31440081399333336,0.21833389860648147,0.0,0.31440081399333336,high,23178.247814336002,0.1384563205555555,2492.21377,15507.78623,18000.0,0.8615436794444444,0.17307040069444443,0.8615436794444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A0646E,0.289911796748,0.20132763663055556,0.0,0.289911796748,high,22943.1532487808,0.2954372003333333,5317.869606,12682.130394,18000.0,0.7045627996666667,0.3692965004166667,0.7045627996666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
LPM957A,0.3144815180626668,0.2183899430990741,0.0,0.3144815180626668,high,23179.0225734016,0.1379389867777777,2482.901762,15517.098238,18000.0,0.8620610132222223,0.17242373347222223,0.8620610132222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
MYZ280A,0.33304726944000007,0.23128282600000002,0.0,0.33304726944000007,high,23357.253786624,0.01892776,340.69968,17659.30032,18000.0,0.98107224,0.0236597,0.9810722399999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
PBN5416,0.29072956301333336,0.20189552987037038,0.0,0.29072956301333336,high,22951.003804927997,0.2901951088888889,5223.51196,12776.48804,18000.0,0.7098048911111111,0.3627438861111111,0.7098048911111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NVM9692,0.3154395500466667,0.21905524308796295,0.0,0.3154395500466667,high,23188.219680448,0.1317977561111111,2372.35961,15627.64039,18000.0,0.8682022438888889,0.16474719513888889,0.8682022438888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
CR5763,-0.05954079104000006,-0.0413477715555556,0.0,-0.05954079104000006,high,19588.408406016,2.060108286666667,37081.94916,0.0,18000.0,-1.060108286666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
LWZ452A,0.27208367940200007,0.18894699958472225,0.0,0.27208367940200007,high,22772.0033222592,0.4097200038333333,7374.960069,10625.039931,18000.0,0.5902799961666667,0.5121500047916666,0.5902799961666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A6505B,0.2701240127926667,0.1875861199949074,0.0,0.2701240127926667,high,22753.1905228096,0.4222819692777777,7601.075446999999,10398.924553,18000.0,0.5777180307222223,0.5278524615972222,0.5777180307222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A3606J,0.31556128859000004,0.21913978374305557,0.0,0.31556128859000004,high,23189.388370464003,0.1310173808333333,2358.312855,15641.687145,18000.0,0.8689826191666667,0.16377172604166668,0.8689826191666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A6277E,0.33003286766000006,0.22918949143055556,0.0,0.33003286766000006,high,23328.315529536,0.0382508483333333,688.51527,17311.48473,18000.0,0.9617491516666667,0.047813560416666664,0.9617491516666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A9933E,0.33450224491,0.23229322563194443,0.0,0.33450224491,high,23371.221551136,0.0096009941666666,172.817895,17827.182105,18000.0,0.9903990058333334,0.012001242708333333,0.9903990058333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A9448K,0.3342379168200001,0.23210966445833336,0.0,0.3342379168200001,high,23368.684001472,0.011295405,203.31729,17796.68271,18000.0,0.988704595,0.014119256250000002,0.9887045950000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A84130D,0.20606614248800004,0.1431014878388889,0.0,0.20606614248800004,high,22138.234967884797,0.8152793378333333,14675.028081,3324.971919,18000.0,0.18472066216666672,1.0,0.18472066216666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A01327A,0.16234816479999994,0.11274178111111106,0.0,0.16234816479999994,high,21718.54238208,0.9453923666666668,17017.0626,982.9373999999988,18000.0,0.05460763333333318,1.0,0.054607633333333266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A28624E,0.17636978808,0.1224790195,0.0,0.17636978808,high,21853.149965568,0.903661345,16265.90421,1734.0957899999994,18000.0,0.09633865500000005,1.0,0.09633865499999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A2761B,0.3116291270493333,0.21640911600648147,0.0,0.3116291270493333,high,23151.639619673602,0.1562235445555555,2812.023802,15187.976198,18000.0,0.8437764554444445,0.19527943069444445,0.8437764554444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
LMM734A,0.26684232527152,0.18530717032744445,0.0,0.26684232527152,high,22721.68632260659,0.4433184277466667,7979.731699440001,10020.26830056,18000.0,0.5566815722533334,0.5541480346833334,0.5566815722533333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
PZL117C,0.3351693884000001,0.23275651972222225,0.0,0.3351693884000001,high,23377.62612864,0.0053244333333333,95.8398,17904.1602,18000.0,0.9946755666666667,0.006655541666666666,0.9946755666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A6175M,0.28107681930666667,0.19519223562962962,0.0,0.28107681930666667,high,22858.337465344,0.3520716711111111,6337.29008,11662.70992,18000.0,0.6479283288888888,0.4400895888888889,0.6479283288888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A9913D,0.3344349699533334,0.23224650691203708,0.0,0.3344349699533334,high,23370.575711552003,0.0100322438888888,180.58039,17819.41961,18000.0,0.9899677561111112,0.01254030486111111,0.9899677561111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
B73AVH,0.2940807402886667,0.20422273631157406,0.0,0.2940807402886667,high,22983.175106771203,0.2687132032777777,4836.837659,13163.162341,18000.0,0.7312867967222223,0.3358915040972222,0.7312867967222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A7739H,0.3279056880600001,0.22771228337500002,0.0,0.3279056880600001,high,23307.894605376,0.051886615,933.95907,17066.04093,18000.0,0.948113385,0.06485826875,0.948113385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A4267D,0.30061953731533336,0.2087635675800926,0.0,0.30061953731533336,high,23045.9475582272,0.2267978377222222,4082.361079,13917.638921,18000.0,0.7732021622777778,0.28349729715277777,0.7732021622777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
ECA275,-0.04555875596799997,-0.031638024977777755,0.0,-0.04555875596799997,high,19722.635942707202,1.987285187333333,35771.133372,0.0,18000.0,-0.987285187333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NWD2314,0.328460232492,0.228097383675,0.0,0.328460232492,high,23313.218231923198,0.048331843,869.973174,17130.026826,18000.0,0.951668157,0.060414803749999996,0.9516681570000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A4521C,0.2946171916066667,0.2045952719490741,0.0,0.2946171916066667,high,22988.325039424002,0.2652744127777778,4774.93943,13225.06057,18000.0,0.7347255872222223,0.33159301597222224,0.7347255872222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
M30AFK,0.3200638805280001,0.22226658370000005,0.0,0.3200638805280001,high,23232.6132530688,0.1021546119999999,1838.783016,16161.216984,18000.0,0.8978453880000001,0.127693265,0.897845388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
E9003344,0.17792121712000003,0.1235564007777778,0.0,0.17792121712000003,high,21868.043684352,0.8990439966666666,16182.79194,1817.2080600000008,18000.0,0.10095600333333343,1.0,0.10095600333333338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A04584A,0.20016756329856003,0.13900525229066668,0.0,0.20016756329856003,high,22081.608607666178,0.8328346330399999,14991.02339472,3008.9766052800005,18000.0,0.16716536696000006,1.0,0.16716536696000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
M76BDV,0.33520137481333334,0.23277873250925926,0.0,0.33520137481333334,high,23377.933198208,0.0051193922222222,92.14906,17907.85094,18000.0,0.9948806077777778,0.006399240277777778,0.9948806077777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A04229A,0.22300672427133328,0.15486578074398144,0.0,0.22300672427133328,high,22300.864553004798,0.7243158700555556,13037.685661,4962.3143390000005,18000.0,0.27568412994444436,0.9053948375694444,0.27568412994444447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NJB4766,0.3336232091333334,0.23168278412037038,0.0,0.3336232091333334,high,23362.78280768,0.0152358388888888,274.2451,17725.7549,18000.0,0.9847641611111112,0.01904479861111111,0.9847641611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
P802569,0.27158741938666675,0.1886023745740741,0.0,0.27158741938666675,high,22767.239226112,0.4129011577777777,7432.22084,10567.77916,18000.0,0.5870988422222223,0.5161264472222222,0.5870988422222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A02939A,0.21682889034465336,0.15057561829489816,0.0,0.21682889034465336,high,22241.55734730867,0.7639173695855556,13750.51265254,4249.487347460001,18000.0,0.23608263041444444,0.9548967119819444,0.2360826304144445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
L97BKG,0.3015446323866667,0.20940599471296298,0.0,0.3015446323866667,high,23054.828470912,0.2208677411111111,3975.61934,14024.38066,18000.0,0.7791322588888889,0.2760846763888889,0.7791322588888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A0623N,0.2886702654526667,0.20046546211990743,0.0,0.2886702654526667,high,22931.2345483456,0.3033957342777778,5461.123217,12538.876783,18000.0,0.6966042657222222,0.3792446678472222,0.6966042657222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A77364D,0.12754333452800004,0.08857176008888891,0.0,0.12754333452800004,high,21384.4160114688,1.0857117993333332,19542.812388,0.0,18000.0,-0.08571179933333317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
UPZ963G,0.2872626079200001,0.1994879221666667,0.0,0.2872626079200001,high,22917.721036032002,0.3124191799999999,5623.54524,12376.45476,18000.0,0.6875808200000001,0.390523975,0.68758082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A0582H,0.33504601242000004,0.23267084195833335,0.0,0.33504601242000004,high,23376.441719231996,0.006115305,110.07549,17889.92451,18000.0,0.993884695,0.00764413125,0.9938846950000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A4821E,0.33258063262000004,0.23095877265277778,0.0,0.33258063262000004,high,23352.774073152,0.0219190216666666,394.5423899999999,17605.45761,18000.0,0.9780809783333334,0.027398777083333326,0.9780809783333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
MXH354A,0.3292287355780001,0.22863106637361116,0.0,0.3292287355780001,high,23320.5958615488,0.0434055411666666,781.2997409999999,17218.700259,18000.0,0.9565944588333334,0.05425692645833333,0.9565944588333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
NWM1788,0.335138224852,0.23273487836944443,0.0,0.335138224852,high,23377.3269585792,0.0055241996666666,99.435594,17900.564406,18000.0,0.9944758003333334,0.006905249583333333,0.9944758003333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A2175A,0.32561025450400005,0.22611823229444447,0.0,0.32561025450400005,high,23285.8584432384,0.0666009326666666,1198.816788,16801.183212,18000.0,0.9333990673333334,0.08325116583333333,0.9333990673333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A1343H,0.28806437382000005,0.20004470404166666,0.0,0.28806437382000005,high,22925.417988672,0.307279655,5531.03379,12468.96621,18000.0,0.692720345,0.38409956875,0.692720345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A3730M,0.3126242091286667,0.21710014522824075,0.0,0.3126242091286667,high,23161.1924076352,0.1498448132777777,2697.206639,15302.793361,18000.0,0.8501551867222223,0.18730601659722224,0.8501551867222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
K008854,0.08137236707199996,0.05650858824444441,0.0,0.08137236707199996,high,20941.1747238912,1.3261855881666669,23871.340587,0.0,18000.0,-0.3261855881666669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A3612C,0.28708146872800006,0.19936213106111111,0.0,0.28708146872800006,high,22915.982099788802,0.3135803286666666,5644.445916,12355.554084,18000.0,0.6864196713333335,0.3919754108333333,0.6864196713333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
A6934H,0.33443151802000004,0.23224410973611112,0.0,0.33443151802000004,high,23370.542572992,0.0100543716666666,180.97869,17819.02131,18000.0,0.9899456283333334,0.012567964583333334,0.9899456283333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aggressive
