placa,alert_type,severity,details,triggered_at,code,diagnostic_id
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 662 eventos (>50),2025-09-19,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 332 eventos (>20),2025-09-19,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 18 eventos (>5),2025-09-19,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 947 eventos (>50),2025-09-19,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 307 eventos (>20),2025-09-19,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 11 eventos (>5),2025-09-19,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 552 eventos (>50),2025-09-19,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 444 eventos (>50),2025-09-19,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 186 eventos (>20),2025-09-19,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 638 eventos (>50),2025-09-19,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 252 eventos (>20),2025-09-19,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 595 eventos (>50),2025-09-19,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 104 eventos (>20),2025-09-19,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 790 eventos (>50),2025-09-20,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 295 eventos (>20),2025-09-20,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 808 eventos (>50),2025-09-20,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 254 eventos (>20),2025-09-20,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 8 eventos (>5),2025-09-20,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 444 eventos (>50),2025-09-20,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 340 eventos (>50),2025-09-20,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 220 eventos (>20),2025-09-20,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 19 eventos (>5),2025-09-20,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 841 eventos (>50),2025-09-20,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 234 eventos (>20),2025-09-20,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 513 eventos (>50),2025-09-20,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 124 eventos (>20),2025-09-20,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 8 eventos (>5),2025-09-21,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 247 eventos (>50),2025-09-21,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 110 eventos (>20),2025-09-21,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 31 eventos (>5),2025-09-21,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 317 eventos (>20),2025-09-21,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 118 eventos (>50),2025-09-21,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 88 eventos (>20),2025-09-21,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 532 eventos (>50),2025-09-21,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 148 eventos (>20),2025-09-21,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 395 eventos (>50),2025-09-21,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 14 eventos (>5),2025-09-22,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 378 eventos (>50),2025-09-22,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 189 eventos (>20),2025-09-22,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1059 eventos (>50),2025-09-22,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 335 eventos (>20),2025-09-22,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 684 eventos (>50),2025-09-22,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 245 eventos (>50),2025-09-22,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 143 eventos (>20),2025-09-22,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 22 eventos (>5),2025-09-22,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 792 eventos (>50),2025-09-22,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 182 eventos (>20),2025-09-22,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 7 eventos (>5),2025-09-22,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 514 eventos (>50),2025-09-22,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 85 eventos (>20),2025-09-22,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 271 eventos (>50),2025-09-23,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 940 eventos (>50),2025-09-23,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 324 eventos (>20),2025-09-23,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 50 eventos (>5),2025-09-23,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 769 eventos (>50),2025-09-23,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 225 eventos (>50),2025-09-23,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 136 eventos (>20),2025-09-23,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 832 eventos (>50),2025-09-23,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 172 eventos (>20),2025-09-23,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 12 eventos (>5),2025-09-23,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 432 eventos (>50),2025-09-23,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 136 eventos (>20),2025-09-23,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 382 eventos (>50),2025-09-24,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 185 eventos (>20),2025-09-24,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 26 eventos (>5),2025-09-24,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 751 eventos (>50),2025-09-24,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 341 eventos (>20),2025-09-24,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 439 eventos (>50),2025-09-24,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 162 eventos (>50),2025-09-24,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 93 eventos (>20),2025-09-24,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 7 eventos (>5),2025-09-24,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 310 eventos (>50),2025-09-24,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 201 eventos (>20),2025-09-24,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 393 eventos (>50),2025-09-24,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 125 eventos (>20),2025-09-24,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 502 eventos (>50),2025-09-25,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 273 eventos (>20),2025-09-25,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1275 eventos (>50),2025-09-25,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 309 eventos (>20),2025-09-25,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 367 eventos (>50),2025-09-25,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 252 eventos (>50),2025-09-25,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 217 eventos (>20),2025-09-25,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 458 eventos (>50),2025-09-25,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 259 eventos (>20),2025-09-25,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 601 eventos (>50),2025-09-25,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 147 eventos (>20),2025-09-25,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 445 eventos (>50),2025-09-26,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 297 eventos (>20),2025-09-26,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1012 eventos (>50),2025-09-26,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 280 eventos (>20),2025-09-26,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 622 eventos (>50),2025-09-26,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 288 eventos (>50),2025-09-26,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 173 eventos (>20),2025-09-26,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 34 eventos (>5),2025-09-26,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 549 eventos (>50),2025-09-26,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 372 eventos (>20),2025-09-26,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 707 eventos (>50),2025-09-26,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 149 eventos (>20),2025-09-26,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 15 eventos (>5),2025-09-27,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 675 eventos (>50),2025-09-27,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 271 eventos (>20),2025-09-27,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 50 eventos (>5),2025-09-27,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1327 eventos (>50),2025-09-27,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 322 eventos (>20),2025-09-27,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 540 eventos (>50),2025-09-27,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 318 eventos (>50),2025-09-27,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 188 eventos (>20),2025-09-27,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 18 eventos (>5),2025-09-27,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 482 eventos (>50),2025-09-27,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 225 eventos (>20),2025-09-27,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 575 eventos (>50),2025-09-27,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 108 eventos (>20),2025-09-27,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 31 eventos (>5),2025-09-28,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 673 eventos (>50),2025-09-28,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 416 eventos (>20),2025-09-28,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 514 eventos (>50),2025-09-28,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 406 eventos (>20),2025-09-28,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 126 eventos (>50),2025-09-28,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 99 eventos (>50),2025-09-28,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 129 eventos (>20),2025-09-28,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 15 eventos (>5),2025-09-28,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 623 eventos (>50),2025-09-28,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 1263 eventos (>50),2025-09-28,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 374 eventos (>50),2025-09-29,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 253 eventos (>20),2025-09-29,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 1040 eventos (>50),2025-09-29,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 473 eventos (>20),2025-09-29,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 506 eventos (>50),2025-09-29,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 260 eventos (>50),2025-09-29,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 605 eventos (>50),2025-09-29,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 151 eventos (>20),2025-09-29,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 360 eventos (>50),2025-09-29,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 185 eventos (>20),2025-09-29,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 493 eventos (>50),2025-09-30,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 223 eventos (>20),2025-09-30,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 37 eventos (>5),2025-09-30,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 896 eventos (>50),2025-09-30,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 259 eventos (>20),2025-09-30,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 335 eventos (>50),2025-09-30,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 266 eventos (>50),2025-09-30,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 179 eventos (>20),2025-09-30,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 10 eventos (>5),2025-09-30,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 300 eventos (>50),2025-09-30,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 829 eventos (>50),2025-09-30,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 110 eventos (>20),2025-09-30,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 40 eventos (>5),2025-10-01,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 1009 eventos (>50),2025-10-01,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 183 eventos (>20),2025-10-01,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 165 eventos (>50),2025-10-01,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 29 eventos (>5),2025-10-01,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 851 eventos (>50),2025-10-01,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 275 eventos (>20),2025-10-01,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 722 eventos (>50),2025-10-01,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 237 eventos (>50),2025-10-01,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 26 eventos (>5),2025-10-01,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 564 eventos (>50),2025-10-01,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 197 eventos (>20),2025-10-01,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 16 eventos (>5),2025-10-01,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 493 eventos (>50),2025-10-01,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 142 eventos (>20),2025-10-01,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 9 eventos (>5),2025-10-02,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 718 eventos (>50),2025-10-02,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 276 eventos (>20),2025-10-02,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 22 eventos (>5),2025-10-02,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 460 eventos (>50),2025-10-02,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 44 eventos (>20),2025-10-02,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 19 eventos (>5),2025-10-02,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 707 eventos (>50),2025-10-02,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 345 eventos (>20),2025-10-02,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 25 eventos (>5),2025-10-02,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 597 eventos (>50),2025-10-02,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 171 eventos (>50),2025-10-02,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 732 eventos (>50),2025-10-02,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 212 eventos (>20),2025-10-02,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 119 eventos (>20),2025-10-02,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 926 eventos (>50),2025-10-03,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 376 eventos (>20),2025-10-03,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 34 eventos (>5),2025-10-03,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 827 eventos (>50),2025-10-03,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 276 eventos (>20),2025-10-03,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 21 eventos (>5),2025-10-03,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 536 eventos (>50),2025-10-03,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 284 eventos (>50),2025-10-03,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 249 eventos (>20),2025-10-03,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 567 eventos (>50),2025-10-03,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 242 eventos (>20),2025-10-03,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 10 eventos (>5),2025-10-03,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 535 eventos (>50),2025-10-03,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 96 eventos (>20),2025-10-03,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 574 eventos (>50),2025-10-04,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 331 eventos (>20),2025-10-04,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 11 eventos (>5),2025-10-04,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 494 eventos (>50),2025-10-04,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 158 eventos (>20),2025-10-04,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 339 eventos (>50),2025-10-04,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 364 eventos (>50),2025-10-04,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 225 eventos (>20),2025-10-04,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 27 eventos (>5),2025-10-04,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 555 eventos (>50),2025-10-04,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 275 eventos (>50),2025-10-04,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 134 eventos (>20),2025-10-04,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 33 eventos (>5),2025-10-05,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 623 eventos (>50),2025-10-05,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 208 eventos (>20),2025-10-05,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 8 eventos (>5),2025-10-05,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 281 eventos (>50),2025-10-05,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 253 eventos (>50),2025-10-05,,
A-05507-A,enhanced_safety,high,Frenado brusco frecuente: 20 eventos (>5),2025-10-05,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 683 eventos (>50),2025-10-05,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 173 eventos (>20),2025-10-05,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 515 eventos (>50),2025-10-05,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 44 eventos (>20),2025-10-05,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 507 eventos (>50),2025-10-06,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 161 eventos (>20),2025-10-06,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 221 eventos (>50),2025-10-06,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 49 eventos (>20),2025-10-06,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 927 eventos (>50),2025-10-06,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 353 eventos (>20),2025-10-06,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 502 eventos (>50),2025-10-06,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 204 eventos (>50),2025-10-06,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 141 eventos (>20),2025-10-06,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 531 eventos (>50),2025-10-06,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 233 eventos (>20),2025-10-06,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 14 eventos (>5),2025-10-06,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 572 eventos (>50),2025-10-06,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 109 eventos (>20),2025-10-06,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 11 eventos (>5),2025-10-07,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 467 eventos (>50),2025-10-07,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 233 eventos (>20),2025-10-07,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 27 eventos (>5),2025-10-07,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 458 eventos (>50),2025-10-07,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 146 eventos (>20),2025-10-07,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 23 eventos (>5),2025-10-07,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 958 eventos (>50),2025-10-07,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 429 eventos (>20),2025-10-07,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 26 eventos (>5),2025-10-07,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 623 eventos (>50),2025-10-07,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 239 eventos (>50),2025-10-07,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 135 eventos (>20),2025-10-07,,
A-05507-A,enhanced_safety,high,Maniobras bruscas: 425 eventos (>50),2025-10-07,,
A-05507-A,enhanced_safety,high,Exceso de velocidad: 208 eventos (>20),2025-10-07,,
A-05508-A,enhanced_safety,high,Frenado brusco frecuente: 13 eventos (>5),2025-10-07,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 931 eventos (>50),2025-10-07,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 188 eventos (>20),2025-10-07,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 411 eventos (>50),2025-10-08,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 230 eventos (>20),2025-10-08,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 546 eventos (>50),2025-10-08,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 129 eventos (>20),2025-10-08,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 840 eventos (>50),2025-10-08,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 464 eventos (>20),2025-10-08,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 16 eventos (>5),2025-10-08,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 520 eventos (>50),2025-10-08,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 274 eventos (>50),2025-10-08,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 137 eventos (>20),2025-10-08,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 593 eventos (>50),2025-10-08,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 118 eventos (>20),2025-10-08,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 474 eventos (>50),2025-10-09,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 254 eventos (>20),2025-10-09,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 31 eventos (>5),2025-10-09,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 446 eventos (>50),2025-10-09,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 142 eventos (>20),2025-10-09,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 25 eventos (>5),2025-10-09,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 933 eventos (>50),2025-10-09,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 354 eventos (>50),2025-10-09,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 304 eventos (>50),2025-10-09,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 222 eventos (>20),2025-10-09,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 311 eventos (>50),2025-10-09,,
 A-05501-A,enhanced_safety,high,Frenado brusco frecuente: 12 eventos (>5),2025-10-10,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 557 eventos (>50),2025-10-10,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 343 eventos (>20),2025-10-10,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 15 eventos (>5),2025-10-10,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 367 eventos (>50),2025-10-10,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 183 eventos (>20),2025-10-10,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 709 eventos (>50),2025-10-10,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 337 eventos (>20),2025-10-10,,
A-05503-A,enhanced_safety,high,Frenado brusco frecuente: 24 eventos (>5),2025-10-10,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 750 eventos (>50),2025-10-10,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 349 eventos (>50),2025-10-10,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 320 eventos (>20),2025-10-10,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 642 eventos (>50),2025-10-10,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 133 eventos (>20),2025-10-10,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 643 eventos (>50),2025-10-11,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 280 eventos (>20),2025-10-11,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 13 eventos (>5),2025-10-11,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 432 eventos (>50),2025-10-11,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 135 eventos (>20),2025-10-11,,
A-05502-A,enhanced_safety,high,Frenado brusco frecuente: 15 eventos (>5),2025-10-11,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 626 eventos (>50),2025-10-11,,
A-05502-A,enhanced_safety,high,Exceso de velocidad: 109 eventos (>20),2025-10-11,,
A-05503-A,enhanced_safety,high,Maniobras bruscas: 137 eventos (>50),2025-10-11,,
A-05504-A,enhanced_safety,high,Maniobras bruscas: 75 eventos (>50),2025-10-11,,
A-05504-A,enhanced_safety,high,Exceso de velocidad: 227 eventos (>20),2025-10-11,,
A-05508-A,enhanced_safety,high,Maniobras bruscas: 529 eventos (>50),2025-10-11,,
A-05508-A,enhanced_safety,high,Exceso de velocidad: 101 eventos (>20),2025-10-11,,
 A-05501-A,enhanced_safety,high,Maniobras bruscas: 706 eventos (>50),2025-10-12,,
 A-05501-A,enhanced_safety,high,Exceso de velocidad: 267 eventos (>20),2025-10-12,,
A-05355-A,enhanced_safety,high,Frenado brusco frecuente: 66 eventos (>5),2025-10-12,,
A-05355-A,enhanced_safety,high,Maniobras bruscas: 931 eventos (>50),2025-10-12,,
A-05355-A,enhanced_safety,high,Exceso de velocidad: 242 eventos (>20),2025-10-12,,
A-05502-A,enhanced_safety,high,Maniobras bruscas: 917 eventos (>50),2025-10-12,,
