placa,alert_type,severity,details,triggered_at,code,diagnostic_id
W41APD,inactivity,medium,Actividad cayó 92% vs promedio de 14d,2025-07-30T00:00:00,,
060381K,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
060381K,consumption,medium,Consumo cayó 74% y sólo registra 794 L en 30d,2025-07-31T00:00:00,,
060820K,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
060820K,consumption,medium,Consumo cayó 74% y sólo registra 935 L en 30d,2025-07-31T00:00:00,,
060845K,inactivity,medium,Actividad cayó 81% vs promedio de 14d,2025-07-31T00:00:00,,
060845K,consumption,medium,Consumo cayó 81% y sólo registra 621 L en 30d,2025-07-31T00:00:00,,
060874K,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
060874K,consumption,medium,Consumo cayó 72% y sólo registra 353 L en 30d,2025-07-31T00:00:00,,
061288K,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
061288K,consumption,medium,Consumo cayó 70% y sólo registra 421 L en 30d,2025-07-31T00:00:00,,
1611MDF003,inactivity,medium,Actividad cayó 90% vs promedio de 14d,2025-07-31T00:00:00,,
225C,inactivity,medium,Actividad cayó 53% vs promedio de 14d,2025-07-31T00:00:00,,
225C,consumption,medium,"Consumo cayó 53% y sólo registra 2,964 L en 30d",2025-07-31T00:00:00,,
308C,inactivity,medium,Actividad cayó 46% vs promedio de 14d,2025-07-31T00:00:00,,
308C,consumption,medium,"Consumo cayó 46% y sólo registra 2,255 L en 30d",2025-07-31T00:00:00,,
329VBS,inactivity,medium,Actividad cayó 83% vs promedio de 14d,2025-07-31T00:00:00,,
329VBS,consumption,medium,Consumo cayó 83% y sólo registra 464 L en 30d,2025-07-31T00:00:00,,
400TL319,inactivity,medium,Actividad cayó 63% vs promedio de 14d,2025-07-31T00:00:00,,
400TL319,consumption,medium,Consumo cayó 63% y sólo registra 914 L en 30d,2025-07-31T00:00:00,,
404TL087,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
404TL087,consumption,medium,Consumo cayó 68% y sólo registra 880 L en 30d,2025-07-31T00:00:00,,
475TL188,inactivity,medium,Actividad cayó 48% vs promedio de 14d,2025-07-31T00:00:00,,
475TL188,consumption,medium,Consumo cayó 48% y sólo registra 910 L en 30d,2025-07-31T00:00:00,,
701TL011C,inactivity,medium,Actividad cayó 60% vs promedio de 14d,2025-07-31T00:00:00,,
701TL011C,consumption,medium,Consumo cayó 60% y sólo registra 932 L en 30d,2025-07-31T00:00:00,,
705TL005M,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
705TL005M,consumption,medium,Consumo cayó 75% y sólo registra 772 L en 30d,2025-07-31T00:00:00,,
770529J,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
770529J,consumption,medium,Consumo cayó 74% y sólo registra 854 L en 30d,2025-07-31T00:00:00,,
770804J,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
770804J,consumption,medium,Consumo cayó 66% y sólo registra 915 L en 30d,2025-07-31T00:00:00,,
770973J,inactivity,medium,Actividad cayó 61% vs promedio de 14d,2025-07-31T00:00:00,,
770973J,consumption,medium,Consumo cayó 61% y sólo registra 746 L en 30d,2025-07-31T00:00:00,,
838745J,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
838745J,consumption,medium,Consumo cayó 69% y sólo registra 578 L en 30d,2025-07-31T00:00:00,,
852EC085,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
9026746,inactivity,medium,Actividad cayó 83% vs promedio de 14d,2025-07-31T00:00:00,,
9026746,consumption,medium,Consumo cayó 83% y sólo registra 576 L en 30d,2025-07-31T00:00:00,,
906068,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
906068,consumption,medium,Consumo cayó 68% y sólo registra 295 L en 30d,2025-07-31T00:00:00,,
9312JES,inactivity,medium,Actividad cayó 89% vs promedio de 14d,2025-07-31T00:00:00,,
9312JES,consumption,medium,Consumo cayó 89% y sólo registra 319 L en 30d,2025-07-31T00:00:00,,
9RK9096968,inactivity,medium,Actividad cayó 62% vs promedio de 14d,2025-07-31T00:00:00,,
9RK9096968,consumption,medium,"Consumo cayó 62% y sólo registra 1,140 L en 30d",2025-07-31T00:00:00,,
A00082A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
A00082A,consumption,medium,"Consumo cayó 68% y sólo registra 1,697 L en 30d",2025-07-31T00:00:00,,
A005JMD,inactivity,medium,Actividad cayó 87% vs promedio de 14d,2025-07-31T00:00:00,,
A005JMD,consumption,medium,Consumo cayó 87% y sólo registra 472 L en 30d,2025-07-31T00:00:00,,
A00819A,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-07-31T00:00:00,,
A00819A,consumption,medium,Consumo cayó 82% y sólo registra 749 L en 30d,2025-07-31T00:00:00,,
A01860A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A01860A,consumption,medium,Consumo cayó 70% y sólo registra 764 L en 30d,2025-07-31T00:00:00,,
A01929A,inactivity,medium,Actividad cayó 78% vs promedio de 14d,2025-07-31T00:00:00,,
A01929A,consumption,medium,Consumo cayó 78% y sólo registra 893 L en 30d,2025-07-31T00:00:00,,
A02013A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
A02013A,consumption,medium,Consumo cayó 68% y sólo registra 916 L en 30d,2025-07-31T00:00:00,,
A02076A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A02076A,consumption,medium,Consumo cayó 73% y sólo registra 869 L en 30d,2025-07-31T00:00:00,,
A02212A,inactivity,medium,Actividad cayó 65% vs promedio de 14d,2025-07-31T00:00:00,,
A02212A,consumption,medium,"Consumo cayó 65% y sólo registra 1,269 L en 30d",2025-07-31T00:00:00,,
A02294A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A02294A,consumption,medium,Consumo cayó 74% y sólo registra 917 L en 30d,2025-07-31T00:00:00,,
A02414A,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A02414A,consumption,medium,"Consumo cayó 69% y sólo registra 1,080 L en 30d",2025-07-31T00:00:00,,
A02415A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
A02415A,consumption,medium,Consumo cayó 68% y sólo registra 682 L en 30d,2025-07-31T00:00:00,,
A02425A,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
A02425A,consumption,medium,"Consumo cayó 66% y sólo registra 1,237 L en 30d",2025-07-31T00:00:00,,
A02465A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A02465A,consumption,medium,Consumo cayó 75% y sólo registra 709 L en 30d,2025-07-31T00:00:00,,
A02902A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A02902A,consumption,medium,"Consumo cayó 73% y sólo registra 1,048 L en 30d",2025-07-31T00:00:00,,
A02925A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A02925A,consumption,medium,"Consumo cayó 75% y sólo registra 1,230 L en 30d",2025-07-31T00:00:00,,
A02939A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A02939A,consumption,medium,"Consumo cayó 72% y sólo registra 1,251 L en 30d",2025-07-31T00:00:00,,
A03898A,inactivity,medium,Actividad cayó 86% vs promedio de 14d,2025-07-31T00:00:00,,
A03898A,consumption,medium,Consumo cayó 86% y sólo registra 330 L en 30d,2025-07-31T00:00:00,,
A03952A,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-07-31T00:00:00,,
A03952A,consumption,medium,Consumo cayó 71% y sólo registra 937 L en 30d,2025-07-31T00:00:00,,
A03961A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A03961A,consumption,medium,"Consumo cayó 74% y sólo registra 1,270 L en 30d",2025-07-31T00:00:00,,
A03962A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A03962A,consumption,medium,"Consumo cayó 76% y sólo registra 1,076 L en 30d",2025-07-31T00:00:00,,
A03966A,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-07-31T00:00:00,,
A03966A,consumption,medium,"Consumo cayó 71% y sólo registra 1,230 L en 30d",2025-07-31T00:00:00,,
A03970A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A03970A,consumption,medium,Consumo cayó 77% y sólo registra 938 L en 30d,2025-07-31T00:00:00,,
A03972A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A03972A,consumption,medium,Consumo cayó 80% y sólo registra 867 L en 30d,2025-07-31T00:00:00,,
A03974A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A03974A,consumption,medium,"Consumo cayó 72% y sólo registra 1,351 L en 30d",2025-07-31T00:00:00,,
A03977A,inactivity,medium,Actividad cayó 55% vs promedio de 14d,2025-07-31T00:00:00,,
A03977A,consumption,medium,"Consumo cayó 55% y sólo registra 1,122 L en 30d",2025-07-31T00:00:00,,
A03978A,inactivity,medium,Actividad cayó 62% vs promedio de 14d,2025-07-31T00:00:00,,
A03978A,consumption,medium,Consumo cayó 62% y sólo registra 966 L en 30d,2025-07-31T00:00:00,,
A03981A,inactivity,medium,Actividad cayó 60% vs promedio de 14d,2025-07-31T00:00:00,,
A03981A,consumption,medium,"Consumo cayó 60% y sólo registra 1,036 L en 30d",2025-07-31T00:00:00,,
A03982A,inactivity,medium,Actividad cayó 59% vs promedio de 14d,2025-07-31T00:00:00,,
A03982A,consumption,medium,Consumo cayó 59% y sólo registra 859 L en 30d,2025-07-31T00:00:00,,
A03983A,inactivity,medium,Actividad cayó 51% vs promedio de 14d,2025-07-31T00:00:00,,
A03983A,consumption,medium,"Consumo cayó 51% y sólo registra 1,125 L en 30d",2025-07-31T00:00:00,,
A03985A,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
A03985A,consumption,medium,"Consumo cayó 66% y sólo registra 1,392 L en 30d",2025-07-31T00:00:00,,
A03986A,inactivity,medium,Actividad cayó 64% vs promedio de 14d,2025-07-31T00:00:00,,
A03986A,consumption,medium,"Consumo cayó 64% y sólo registra 1,492 L en 30d",2025-07-31T00:00:00,,
A03987A,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-07-31T00:00:00,,
A03987A,consumption,medium,Consumo cayó 82% y sólo registra 859 L en 30d,2025-07-31T00:00:00,,
A03988A,inactivity,medium,Actividad cayó 65% vs promedio de 14d,2025-07-31T00:00:00,,
A03988A,consumption,medium,"Consumo cayó 65% y sólo registra 1,524 L en 30d",2025-07-31T00:00:00,,
A03989A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A03989A,consumption,medium,"Consumo cayó 72% y sólo registra 1,051 L en 30d",2025-07-31T00:00:00,,
A03990A,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-07-31T00:00:00,,
A03990A,consumption,medium,Consumo cayó 82% y sólo registra 945 L en 30d,2025-07-31T00:00:00,,
A03991A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A03991A,consumption,medium,Consumo cayó 76% y sólo registra 931 L en 30d,2025-07-31T00:00:00,,
A03993A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A03993A,consumption,medium,Consumo cayó 77% y sólo registra 980 L en 30d,2025-07-31T00:00:00,,
A04128A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A04128A,consumption,medium,Consumo cayó 80% y sólo registra 602 L en 30d,2025-07-31T00:00:00,,
A04205A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A04205A,consumption,medium,"Consumo cayó 74% y sólo registra 1,242 L en 30d",2025-07-31T00:00:00,,
A04213A,inactivity,medium,Actividad cayó 65% vs promedio de 14d,2025-07-31T00:00:00,,
A04213A,consumption,medium,"Consumo cayó 65% y sólo registra 1,198 L en 30d",2025-07-31T00:00:00,,
A04229A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A04229A,consumption,medium,Consumo cayó 72% y sólo registra 933 L en 30d,2025-07-31T00:00:00,,
A04230A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A04230A,consumption,medium,Consumo cayó 77% y sólo registra 943 L en 30d,2025-07-31T00:00:00,,
A04231A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A04231A,consumption,medium,"Consumo cayó 70% y sólo registra 1,207 L en 30d",2025-07-31T00:00:00,,
A04233A,inactivity,medium,Actividad cayó 81% vs promedio de 14d,2025-07-31T00:00:00,,
A04233A,consumption,medium,Consumo cayó 81% y sólo registra 457 L en 30d,2025-07-31T00:00:00,,
A04243A,inactivity,medium,Actividad cayó 78% vs promedio de 14d,2025-07-31T00:00:00,,
A04243A,consumption,medium,Consumo cayó 78% y sólo registra 839 L en 30d,2025-07-31T00:00:00,,
A04247A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A04247A,consumption,medium,"Consumo cayó 73% y sólo registra 1,174 L en 30d",2025-07-31T00:00:00,,
A04248A,inactivity,medium,Actividad cayó 79% vs promedio de 14d,2025-07-31T00:00:00,,
A04248A,consumption,medium,Consumo cayó 79% y sólo registra 999 L en 30d,2025-07-31T00:00:00,,
A04249A,inactivity,medium,Actividad cayó 82% vs promedio de 14d,2025-07-31T00:00:00,,
A04249A,consumption,medium,Consumo cayó 82% y sólo registra 852 L en 30d,2025-07-31T00:00:00,,
A04250A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A04250A,consumption,medium,Consumo cayó 80% y sólo registra 832 L en 30d,2025-07-31T00:00:00,,
A04344A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A04344A,consumption,medium,Consumo cayó 70% y sólo registra 658 L en 30d,2025-07-31T00:00:00,,
A04351A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A04351A,consumption,medium,Consumo cayó 76% y sólo registra 264 L en 30d,2025-07-31T00:00:00,,
A04353A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A04353A,consumption,medium,Consumo cayó 77% y sólo registra 845 L en 30d,2025-07-31T00:00:00,,
A04363A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A04363A,consumption,medium,"Consumo cayó 73% y sólo registra 1,211 L en 30d",2025-07-31T00:00:00,,
A04428A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A04428A,consumption,medium,"Consumo cayó 73% y sólo registra 1,051 L en 30d",2025-07-31T00:00:00,,
A04440A,inactivity,medium,Actividad cayó 78% vs promedio de 14d,2025-07-31T00:00:00,,
A04440A,consumption,medium,Consumo cayó 78% y sólo registra 809 L en 30d,2025-07-31T00:00:00,,
A04501A,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
A04501A,consumption,medium,"Consumo cayó 66% y sólo registra 1,007 L en 30d",2025-07-31T00:00:00,,
A04502A,inactivity,medium,Actividad cayó 81% vs promedio de 14d,2025-07-31T00:00:00,,
A04502A,consumption,medium,Consumo cayó 81% y sólo registra 893 L en 30d,2025-07-31T00:00:00,,
A04504A,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A04504A,consumption,medium,"Consumo cayó 69% y sólo registra 1,196 L en 30d",2025-07-31T00:00:00,,
A04509A,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A04509A,consumption,medium,"Consumo cayó 69% y sólo registra 1,354 L en 30d",2025-07-31T00:00:00,,
A04512A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A04512A,consumption,medium,Consumo cayó 75% y sólo registra 970 L en 30d,2025-07-31T00:00:00,,
A04516A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A04516A,consumption,medium,Consumo cayó 76% y sólo registra 976 L en 30d,2025-07-31T00:00:00,,
A04521A,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-07-31T00:00:00,,
A04521A,consumption,medium,"Consumo cayó 71% y sólo registra 1,097 L en 30d",2025-07-31T00:00:00,,
A04523A,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
A04523A,consumption,medium,"Consumo cayó 66% y sólo registra 1,374 L en 30d",2025-07-31T00:00:00,,
A04525A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A04525A,consumption,medium,"Consumo cayó 74% y sólo registra 1,039 L en 30d",2025-07-31T00:00:00,,
A04527A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A04527A,consumption,medium,Consumo cayó 80% y sólo registra 916 L en 30d,2025-07-31T00:00:00,,
A04533A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A04533A,consumption,medium,Consumo cayó 75% y sólo registra 972 L en 30d,2025-07-31T00:00:00,,
A04538A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A04538A,consumption,medium,Consumo cayó 80% y sólo registra 928 L en 30d,2025-07-31T00:00:00,,
A04549A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A04549A,consumption,medium,Consumo cayó 80% y sólo registra 928 L en 30d,2025-07-31T00:00:00,,
A04552A,inactivity,medium,Actividad cayó 78% vs promedio de 14d,2025-07-31T00:00:00,,
A04552A,consumption,medium,Consumo cayó 78% y sólo registra 779 L en 30d,2025-07-31T00:00:00,,
A04554A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A04554A,consumption,medium,"Consumo cayó 74% y sólo registra 1,079 L en 30d",2025-07-31T00:00:00,,
A04559A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A04559A,consumption,medium,Consumo cayó 77% y sólo registra 701 L en 30d,2025-07-31T00:00:00,,
A04565A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A04565A,consumption,medium,Consumo cayó 76% y sólo registra 973 L en 30d,2025-07-31T00:00:00,,
A04566A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A04566A,consumption,medium,Consumo cayó 74% y sólo registra 862 L en 30d,2025-07-31T00:00:00,,
A04568A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A04568A,consumption,medium,"Consumo cayó 75% y sólo registra 1,268 L en 30d",2025-07-31T00:00:00,,
A04573A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A04573A,consumption,medium,"Consumo cayó 76% y sólo registra 1,141 L en 30d",2025-07-31T00:00:00,,
A04584A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A04584A,consumption,medium,"Consumo cayó 70% y sólo registra 1,378 L en 30d",2025-07-31T00:00:00,,
A04591A,inactivity,medium,Actividad cayó 79% vs promedio de 14d,2025-07-31T00:00:00,,
A04591A,consumption,medium,Consumo cayó 79% y sólo registra 999 L en 30d,2025-07-31T00:00:00,,
A04592A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A04592A,consumption,medium,"Consumo cayó 77% y sólo registra 1,005 L en 30d",2025-07-31T00:00:00,,
A04596A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A04596A,consumption,medium,"Consumo cayó 70% y sólo registra 1,080 L en 30d",2025-07-31T00:00:00,,
A04600A,inactivity,medium,Actividad cayó 81% vs promedio de 14d,2025-07-31T00:00:00,,
A04600A,consumption,medium,Consumo cayó 81% y sólo registra 757 L en 30d,2025-07-31T00:00:00,,
A04661A,inactivity,medium,Actividad cayó 79% vs promedio de 14d,2025-07-31T00:00:00,,
A04661A,consumption,medium,Consumo cayó 79% y sólo registra 751 L en 30d,2025-07-31T00:00:00,,
A0466L,inactivity,medium,Actividad cayó 88% vs promedio de 14d,2025-07-31T00:00:00,,
A0466L,consumption,medium,Consumo cayó 88% y sólo registra 328 L en 30d,2025-07-31T00:00:00,,
A04671A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A04671A,consumption,medium,"Consumo cayó 70% y sólo registra 1,257 L en 30d",2025-07-31T00:00:00,,
A04673A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A04673A,consumption,medium,Consumo cayó 72% y sólo registra 784 L en 30d,2025-07-31T00:00:00,,
A04675A,inactivity,medium,Actividad cayó 67% vs promedio de 14d,2025-07-31T00:00:00,,
A04675A,consumption,medium,"Consumo cayó 67% y sólo registra 1,445 L en 30d",2025-07-31T00:00:00,,
A04678A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A04678A,consumption,medium,Consumo cayó 77% y sólo registra 968 L en 30d,2025-07-31T00:00:00,,
A04680A,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-07-31T00:00:00,,
A04680A,consumption,medium,"Consumo cayó 71% y sólo registra 1,195 L en 30d",2025-07-31T00:00:00,,
A04686A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A04686A,consumption,medium,"Consumo cayó 74% y sólo registra 1,048 L en 30d",2025-07-31T00:00:00,,
A04688A,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A04688A,consumption,medium,"Consumo cayó 69% y sólo registra 1,358 L en 30d",2025-07-31T00:00:00,,
A04689A,inactivity,medium,Actividad cayó 77% vs promedio de 14d,2025-07-31T00:00:00,,
A04689A,consumption,medium,Consumo cayó 77% y sólo registra 766 L en 30d,2025-07-31T00:00:00,,
A04692A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A04692A,consumption,medium,"Consumo cayó 70% y sólo registra 1,166 L en 30d",2025-07-31T00:00:00,,
A04693A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A04693A,consumption,medium,"Consumo cayó 70% y sólo registra 1,502 L en 30d",2025-07-31T00:00:00,,
A04695A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A04695A,consumption,medium,"Consumo cayó 74% y sólo registra 1,072 L en 30d",2025-07-31T00:00:00,,
A04697A,inactivity,medium,Actividad cayó 78% vs promedio de 14d,2025-07-31T00:00:00,,
A04697A,consumption,medium,"Consumo cayó 78% y sólo registra 1,050 L en 30d",2025-07-31T00:00:00,,
A04704A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A04704A,consumption,medium,Consumo cayó 74% y sólo registra 568 L en 30d,2025-07-31T00:00:00,,
A04706A,inactivity,medium,Actividad cayó 80% vs promedio de 14d,2025-07-31T00:00:00,,
A04706A,consumption,medium,Consumo cayó 80% y sólo registra 649 L en 30d,2025-07-31T00:00:00,,
A04708A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A04708A,consumption,medium,Consumo cayó 70% y sólo registra 808 L en 30d,2025-07-31T00:00:00,,
A04725A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A04725A,consumption,medium,Consumo cayó 72% y sólo registra 970 L en 30d,2025-07-31T00:00:00,,
A04743A,inactivity,medium,Actividad cayó 79% vs promedio de 14d,2025-07-31T00:00:00,,
A04743A,consumption,medium,Consumo cayó 79% y sólo registra 374 L en 30d,2025-07-31T00:00:00,,
A05001A,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
A05001A,consumption,medium,"Consumo cayó 66% y sólo registra 1,433 L en 30d",2025-07-31T00:00:00,,
A05011A,inactivity,medium,Actividad cayó 71% vs promedio de 14d,2025-07-31T00:00:00,,
A05011A,consumption,medium,"Consumo cayó 71% y sólo registra 1,109 L en 30d",2025-07-31T00:00:00,,
A05012A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
A05012A,consumption,medium,"Consumo cayó 68% y sólo registra 1,259 L en 30d",2025-07-31T00:00:00,,
A05016A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A05016A,consumption,medium,"Consumo cayó 74% y sólo registra 1,198 L en 30d",2025-07-31T00:00:00,,
A05022A,inactivity,medium,Actividad cayó 66% vs promedio de 14d,2025-07-31T00:00:00,,
A05022A,consumption,medium,Consumo cayó 66% y sólo registra 912 L en 30d,2025-07-31T00:00:00,,
A05026A,inactivity,medium,Actividad cayó 70% vs promedio de 14d,2025-07-31T00:00:00,,
A05026A,consumption,medium,"Consumo cayó 70% y sólo registra 1,393 L en 30d",2025-07-31T00:00:00,,
A05028A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A05028A,consumption,medium,"Consumo cayó 73% y sólo registra 1,006 L en 30d",2025-07-31T00:00:00,,
A05072E,inactivity,medium,Actividad cayó 59% vs promedio de 14d,2025-07-31T00:00:00,,
A05072E,consumption,medium,"Consumo cayó 59% y sólo registra 1,288 L en 30d",2025-07-31T00:00:00,,
A05109A,inactivity,medium,Actividad cayó 75% vs promedio de 14d,2025-07-31T00:00:00,,
A05109A,consumption,medium,Consumo cayó 75% y sólo registra 274 L en 30d,2025-07-31T00:00:00,,
A05113A,inactivity,medium,Actividad cayó 73% vs promedio de 14d,2025-07-31T00:00:00,,
A05113A,consumption,medium,Consumo cayó 73% y sólo registra 868 L en 30d,2025-07-31T00:00:00,,
A05115A,inactivity,medium,Actividad cayó 72% vs promedio de 14d,2025-07-31T00:00:00,,
A05115A,consumption,medium,Consumo cayó 72% y sólo registra 690 L en 30d,2025-07-31T00:00:00,,
A05128A,inactivity,medium,Actividad cayó 68% vs promedio de 14d,2025-07-31T00:00:00,,
A05128A,consumption,medium,Consumo cayó 68% y sólo registra 820 L en 30d,2025-07-31T00:00:00,,
A05142A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A05142A,consumption,medium,Consumo cayó 74% y sólo registra 783 L en 30d,2025-07-31T00:00:00,,
A05151A,inactivity,medium,Actividad cayó 69% vs promedio de 14d,2025-07-31T00:00:00,,
A05151A,consumption,medium,"Consumo cayó 69% y sólo registra 1,514 L en 30d",2025-07-31T00:00:00,,
A05155A,inactivity,medium,Actividad cayó 76% vs promedio de 14d,2025-07-31T00:00:00,,
A05155A,consumption,medium,Consumo cayó 76% y sólo registra 901 L en 30d,2025-07-31T00:00:00,,
A05157A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
A05157A,consumption,medium,Consumo cayó 74% y sólo registra 671 L en 30d,2025-07-31T00:00:00,,
A05159A,inactivity,medium,Actividad cayó 74% vs promedio de 14d,2025-07-31T00:00:00,,
